candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_assets_change_pct,recontest_remarks
Derajuddin Ahmed,http://myneta.info/assam2016/candidate.php?candidate_id=698,CHAYGAON,AIUDF,0,10th Pass,20381942,8209328,12172614,49,GEN,KAMRUP,LOWER ASSAM,true,true,false,Male,,,,,,
Derhagra Mochahary,http://myneta.info/assam2016/candidate.php?candidate_id=1118,TAMULPUR,Liberal Democratic Party,0,10th Pass,562000,0,562000,58,GEN,NALBARI,LOWER ASSAM,true,true,false,Male,,,,,,
Dewan Joynal Abedin,http://myneta.info/assam2016/candidate.php?candidate_id=638,SALMARA SOUTH,SUCI(C),0,Post Graduate,22741338,300000,22441338,22,GEN,SOUTH SALMARA,LOWER ASSAM,true,true,false,Male,,,,,,
Dhaniram Rajowar,http://myneta.info/assam2016/candidate.php?candidate_id=359,DHEKIAJULI,AIUDF,0,8th Pass,921000,0,921000,71,GEN,TEZPUR,NORTH ASSAM,false,true,false,Male,,,,,,
Dhaniram Thousen,http://myneta.info/assam2016/candidate.php?candidate_id=1013,HOJAI,AIUDF,0,10th Pass,4763388,1250000,3513388,91,GEN,HOJAI,CENTRAL ASSAM,true,true,false,Male,,,,,,
Dhirabati Choudhury,http://myneta.info/assam2016/candidate.php?candidate_id=840,BONGAIGAON,IND,0,10th Pass,4159078,250000,3909078,32,GEN,BOGAIGAON,LOWER ASSAM,false,true,false,Female,,,,,,
Dhiren Majumdar,http://myneta.info/assam2016/candidate.php?candidate_id=850,ABHAYAPURI SOUTH (SC),Jan Congress Party,0,10th Pass,44256,0,44256,35,SC,NORTH SALMARA,LOWER ASSAM,false,true,false,Male,,,,,,
Dhonsing Hanse,http://myneta.info/assam2016/candidate.php?candidate_id=564,BAITHALANGSO (ST),Jan Congress Party,0,8th Pass,20000,0,20000,20,ST,HAMREN,HILL DISTRICTS (DIMA HASAO AND KARBI ANGLONG),false,true,false,Male,,,,,,
Dhurubajyoti Gogoi,http://myneta.info/assam2016/candidate.php?candidate_id=508,DULIAJAN,INC,0,10th Pass,9552007,1701791,7850216,118,GEN,DIBRUGARH,UPPER ASSAM,true,true,false,Male,,,,,,
Dibya Buragohain Gogoi,http://myneta.info/assam2016/candidate.php?candidate_id=159,MAHMARA,IND,0,Post Graduate,1782099,0,1782099,105,GEN,CHARAIDEO (SONARI),UPPER ASSAM,true,true,false,Female,,,,,,
Diganta Barman,http://myneta.info/assam2016/candidate.php?candidate_id=1133,BARKHETRY,INC,0,Graduate,37127017,2650000,34477017,60,GEN,NALBARI,LOWER ASSAM,true,true,false,Male,,,,,,
Diganta Phukan,http://myneta.info/assam2016/candidate.php?candidate_id=421,MARIANI,IND,0,Not Given,0,0,0,101,GEN,TITABOR,UPPER ASSAM,false,false,false,Male,,,,,,
Diganta Phukan,http://myneta.info/assam2016/candidate.php?candidate_id=182,DIBRUGARH,CPI,0,Graduate,266593,0,266593,116,GEN,DIBRUGARH,UPPER ASSAM,false,false,false,Male,,,,,,
Dilip Bharali,http://myneta.info/assam2016/candidate.php?candidate_id=517,TINGKHONG,IND,0,10th Pass,1441037,0,1441037,119,GEN,DIBRUGARH,UPPER ASSAM,false,true,false,Male,,,,,,
Dilip Dutta,http://myneta.info/assam2016/candidate.php?candidate_id=174,LAKHIMPUR,IND,0,Graduate,6402042,1410801,4991241,111,GEN,LAKHIMPUR,UPPER ASSAM,true,true,false,Male,,,,,,
Dilip Gogoi,http://myneta.info/assam2016/candidate.php?candidate_id=595,TITABAR,IND,0,Graduate,593000,0,593000,100,GEN,TITABOR,UPPER ASSAM,false,true,false,Male,,,,,,
Dilip Kumar Baro,http://myneta.info/assam2016/candidate.php?candidate_id=122,UDALGURI (ST),IND,0,Graduate,638471,0,638471,69,ST,UDALGURI,NORTH ASSAM,false,true,false,Male,,,,,,
Dilip Kumar Chowdhury,http://myneta.info/assam2016/candidate.php?candidate_id=480,DHAKUAKHANA (ST),IND,0,Graduate,11250000,0,11250000,112,ST,DHAKUAKHANA,UPPER ASSAM,false,true,false,Male,,,,,,
Dilip Kumar Sarania,http://myneta.info/assam2016/candidate.php?candidate_id=672,SIDLI (ST),IND,0,Graduate,1328352,0,1328352,31,ST,KOKRAJHAR,LOWER ASSAM,true,true,false,Male,,,,,,
Dilip Moran,http://myneta.info/assam2016/candidate.php?candidate_id=195,DOOM DOOMA,BJP,0,12th Pass,17464023,3015817,14448206,125,GEN,TINSUKIA,UPPER ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=195&id2=75,17464023,6384598,11079425,174%,
Dilram Karmakar,http://myneta.info/assam2016/candidate.php?candidate_id=432,AMGURI,IND,0,10th Pass,11000,0,11000,103,GEN,SIBSAGAR,UPPER ASSAM,false,true,false,Male,,,,,,
Dilwar Ahmed,http://myneta.info/assam2016/candidate.php?candidate_id=1057,BATADROBA,IND,0,12th Pass,1161065,0,1161065,84,GEN,NAGAON,CENTRAL ASSAM,true,true,false,Male,,,,,,
Dilwar Hussain,http://myneta.info/assam2016/candidate.php?candidate_id=469,NAOBOICHA,IND,0,10th Pass,3049000,0,3049000,110,GEN,LAKHIMPUR,UPPER ASSAM,false,true,false,Male,,,,,,
Dimbeswar Das,http://myneta.info/assam2016/candidate.php?candidate_id=750,RAHA (SC),BJP,0,12th Pass,5110735,243923,4866812,82,SC,NAGAON,CENTRAL ASSAM,false,false,false,Male,,,,,,
Dina Nath Das,http://myneta.info/assam2016/candidate.php?candidate_id=119,PANERY,IND,0,Post Graduate,1061381,398089,663292,64,GEN,UDALGURI,NORTH ASSAM,true,true,false,Male,,,,,,
Dindayal Verma,http://myneta.info/assam2016/candidate.php?candidate_id=559,SADIYA,IND,0,10th Pass,54843912,19982802,34861110,126,GEN,SADIYA,UPPER ASSAM,true,true,false,Male,,,,,,
Dipak Barman,http://myneta.info/assam2016/candidate.php?candidate_id=1160,DHARMAPUR,IND,1,10th Pass,111606408,38654586,72951822,61,GEN,NALBARI,LOWER ASSAM,true,true,true,Male,,,,,,
Dipak Chetia,http://myneta.info/assam2016/candidate.php?candidate_id=175,LAKHIMPUR,AIUDF,0,Post Graduate,600109,0,600109,111,GEN,LAKHIMPUR,UPPER ASSAM,true,true,false,Male,,,,,,
Dipak Kumar Rabha,http://myneta.info/assam2016/candidate.php?candidate_id=859,DUDHNAI (ST),BJP,1,10th Pass,5712866,0,5712866,36,ST,GOALPARA,LOWER ASSAM,false,true,true,Male,,,,,,
Dipak Lal Das,http://myneta.info/assam2016/candidate.php?candidate_id=322,KATIGORA,IND,0,10th Pass,329150,0,329150,15,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Dipankar Das,http://myneta.info/assam2016/candidate.php?candidate_id=402,GOLAGHAT,IND,0,Post Graduate,123765,0,123765,95,GEN,GOLAGHAT,CENTRAL ASSAM,false,true,false,Male,,,,,,
Dipek Deb,http://myneta.info/assam2016/candidate.php?candidate_id=101,BADARPUR,BJP,0,10th Pass,21000,0,21000,5,GEN,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Dipendra Rongpi,http://myneta.info/assam2016/candidate.php?candidate_id=338,DIPHU (ST),LJP,0,10th Pass,19425022,0,19425022,19,ST,DIPHU,HILL DISTRICTS (DIMA HASAO AND KARBI ANGLONG),false,true,false,Male,,,,,,
Dipu Saikia,http://myneta.info/assam2016/candidate.php?candidate_id=623,SARUPATHAR,IND,0,10th Pass,2973057,194600,2778457,94,GEN,DHANSIRI,CENTRAL ASSAM,true,true,false,Male,,,,,,
Dr Zoii Nath Sarmah,http://myneta.info/assam2016/candidate.php?candidate_id=1095,SIPAJHAR,INC,0,Doctorate,45488708,65352,45423356,66,GEN,MANGALDOI,NORTH ASSAM,true,true,false,Male,,,,,,
Dr. Bhupen Chandra Borah,http://myneta.info/assam2016/candidate.php?candidate_id=593,KALIABOR,Liberal Democratic Party,0,Graduate,13322708,213075,13109633,89,GEN,KALIABOR,CENTRAL ASSAM,true,true,false,Male,,,,,,
Dr. Debabrat Gogoi,http://myneta.info/assam2016/candidate.php?candidate_id=467,NAOBOICHA,IND,0,Graduate Professional,2607000,0,2607000,110,GEN,LAKHIMPUR,UPPER ASSAM,true,true,false,Male,,,,,,
Dr. Debamoy Sanyal,http://myneta.info/assam2016/candidate.php?candidate_id=565,DHUBRI,BJP,0,Post Graduate,23349852,500000,22849852,23,GEN,DHUBRI,LOWER ASSAM,true,true,false,Male,,,,,,
Dr. Dhiren Chandra Nath,http://myneta.info/assam2016/candidate.php?candidate_id=746,MARIGAON,IND,1,Post Graduate,15441732,0,15441732,80,GEN,MORIGAON,CENTRAL ASSAM,true,true,true,Male,,,,,,
Dr. Durlav Chamua,http://myneta.info/assam2016/candidate.php?candidate_id=1044,NOWGONG,INC,0,Graduate Professional,32209299,7510030,24699269,86,GEN,NAGAON,CENTRAL ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=1044&id2=509,32209299,8843024,23366275,264%,
Dr. Jayanta Rongpi,http://myneta.info/assam2016/candidate.php?candidate_id=68,DIPHU (ST),IND,0,Post Graduate,9650537,861744,8788793,19,ST,DIPHU,HILL DISTRICTS (DIMA HASAO AND KARBI ANGLONG),true,true,false,Male,,,,,,
Dr. Jintu Hazarika,http://myneta.info/assam2016/candidate.php?candidate_id=417,MARIANI,IND,0,Doctorate,2561000,0,2561000,101,GEN,TITABOR,UPPER ASSAM,true,true,false,Male,,,,,,
Dr. Joy Prakash Das,http://myneta.info/assam2016/candidate.php?candidate_id=474,LAKHIMPUR,INC,0,Doctorate,3715453,903299,2812154,111,GEN,LAKHIMPUR,UPPER ASSAM,true,true,false,Male,,,,,,
Dr. Kamala Kanta Kalita,http://myneta.info/assam2016/candidate.php?candidate_id=583,CHAYGAON,Asom Gana Parishad,0,Graduate Professional,24307708,1604000,22703708,49,GEN,KAMRUP,LOWER ASSAM,true,true,false,Male,,,,,,
Dr. Kartik Deka,http://myneta.info/assam2016/candidate.php?candidate_id=578,PATACHAR KUCHI,IND,0,Post Graduate,14061805,4586215,9475590,42,GEN,BAJALI,LOWER ASSAM,true,true,false,Male,,,,,,
Dr. Motiur Rohman Mondal,http://myneta.info/assam2016/candidate.php?candidate_id=778,MANKACHAR,INC,0,Post Graduate,7915662,0,7915662,21,GEN,SOUTH SALMARA,LOWER ASSAM,true,true,false,Male,,,,,,
Dr. Nazrul Islam,http://myneta.info/assam2016/candidate.php?candidate_id=1070,LAHARIGHAT,INC,0,Graduate Professional,59190391,7313579,51876812,81,GEN,MORIGAON,CENTRAL ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=1070&id2=708,59190391,25878366,33312025,129%,
Dr. Rajendra Nath Pegu,http://myneta.info/assam2016/candidate.php?candidate_id=482,DHAKUAKHANA (ST),Liberal Democratic Party,0,Graduate Professional,3691500,0,3691500,112,ST,DHAKUAKHANA,UPPER ASSAM,true,true,false,Male,,,,,,
Dr. Rumi Nath,http://myneta.info/assam2016/candidate.php?candidate_id=211,BARKHOLA,INC,3,Graduate Professional,2178495,0,2178495,14,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,true,Female,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=211&id2=48,2178495,1356529,821966,61%,
Drona Charingia Phukan,http://myneta.info/assam2016/candidate.php?candidate_id=19,SADIYA,CPI(M),0,Graduate,7435787,100000,7335787,126,GEN,SADIYA,UPPER ASSAM,true,true,false,Male,,,,,,
Dulal Baruah,http://myneta.info/assam2016/candidate.php?candidate_id=433,AMGURI,IND,0,Graduate,86241395,1811643,84429752,103,GEN,SIBSAGAR,UPPER ASSAM,true,true,false,Male,,,,,,
Dulen Nayak,http://myneta.info/assam2016/candidate.php?candidate_id=418,MARIANI,BJP,0,12th Pass,2762000,0,2762000,101,GEN,TITABOR,UPPER ASSAM,true,true,false,Male,,,,,,
Dulu Ahmed,http://myneta.info/assam2016/candidate.php?candidate_id=968,HAJO,INC,0,Graduate,150936784,59138200,91798584,55,GEN,KAMRUP,LOWER ASSAM,true,true,false,Male,,,,,,
Durga Bhumij,http://myneta.info/assam2016/candidate.php?candidate_id=547,DOOM DOOMA,INC,0,Graduate,9110417,46663,9063754,125,GEN,TINSUKIA,UPPER ASSAM,true,true,false,Male,,,,,,
Durgadas Boro,http://myneta.info/assam2016/candidate.php?candidate_id=115,PANERY,INC,0,Graduate,18938520,0,18938520,64,GEN,UDALGURI,NORTH ASSAM,true,true,false,Male,,,,,,
Durgeswar Patir,http://myneta.info/assam2016/candidate.php?candidate_id=489,DHEMAJI (ST),LJP,0,Graduate,1006000,0,1006000,113,ST,DHEMAJI,UPPER ASSAM,false,true,false,Male,,,,,,
Dwipen Pathak,http://myneta.info/assam2016/candidate.php?candidate_id=718,HAJO,AITC,2,Graduate,77247263,11500068,65747195,55,GEN,KAMRUP,LOWER ASSAM,true,true,true,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=718&id2=880,77247263,55510107,21737156,39%,
Eliash Sichan,http://myneta.info/assam2016/candidate.php?candidate_id=187,TINGKHONG,Jharkhand Disom Party,0,10th Pass,500000,0,500000,119,GEN,DIBRUGARH,UPPER ASSAM,true,true,false,Male,,,,,,
Emmanuel Mosahary,http://myneta.info/assam2016/candidate.php?candidate_id=614,TAMULPUR,Bodoland Peoples Front,0,Post Graduate,15683718,0,15683718,58,GEN,NALBARI,LOWER ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=614&id2=924,15683718,6089909,9593809,158%,PAN is Different Party in last election was BPF
Faizul Haque,http://myneta.info/assam2016/candidate.php?candidate_id=258,KARIMGANJ SOUTH,IND,0,5th Pass,51000,0,51000,4,GEN,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Faizur Rahman,http://myneta.info/assam2016/candidate.php?candidate_id=1050,RUPOHIHAT,IND,0,8th Pass,2473808,0,2473808,85,GEN,NAGAON,CENTRAL ASSAM,false,false,false,Male,,,,,,
Faruk Ahmed Bhuyan,http://myneta.info/assam2016/candidate.php?candidate_id=702,DISPUR,SP,0,Post Graduate,3090500,300000,2790500,52,GEN,KAMRUP METRO,LOWER ASSAM,true,true,false,Male,,,,,,
Faruk Khan,http://myneta.info/assam2016/candidate.php?candidate_id=580,BARPETA,IND,0,Graduate,121580,0,121580,43,GEN,BARPETA,LOWER ASSAM,true,true,false,Male,,,,,,
Fokrul Alom Mazarbhuiya,http://myneta.info/assam2016/candidate.php?candidate_id=198,HAILAKANDI,IND,0,10th Pass,65000,0,65000,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Fulbar Ali Molya,http://myneta.info/assam2016/candidate.php?candidate_id=674,BONGAIGAON,IND,0,5th Pass,1752999,0,1752999,32,GEN,BOGAIGAON,LOWER ASSAM,false,true,false,Male,,,,,,
Gajendra Barman,http://myneta.info/assam2016/candidate.php?candidate_id=832,BIJNI,CPI(M),0,Post Graduate,689905,400000,289905,33,GEN,BIJNI,LOWER ASSAM,false,true,false,Male,,,,,,
Gandheswar Borah,http://myneta.info/assam2016/candidate.php?candidate_id=485,DHEMAJI (ST),CPI(M),0,12th Pass,2711354,0,2711354,113,ST,DHEMAJI,UPPER ASSAM,false,false,false,Male,,,,,,
Ganesh Kumar Limbu,http://myneta.info/assam2016/candidate.php?candidate_id=364,BARCHALLA,BJP,0,Post Graduate,8574684,550764,8023920,72,GEN,TEZPUR,NORTH ASSAM,true,true,false,Male,,,,,,
Gargi Deori,http://myneta.info/assam2016/candidate.php?candidate_id=465,BIHPURIA,IND,0,Graduate Professional,100000,0,100000,109,GEN,LAKHIMPUR,NORTH ASSAM,false,false,false,Female,,,,,,
Gauranga Prasad Das,http://myneta.info/assam2016/candidate.php?candidate_id=631,GOALPARA EAST,BJP,0,Graduate,24602637,611948,23990689,37,GEN,GOALPARA,LOWER ASSAM,true,true,false,Male,,,,,,
Gautam Bora,http://myneta.info/assam2016/candidate.php?candidate_id=1051,BATADROBA,INC,0,12th Pass,15745980,1262132,14483848,84,GEN,NAGAON,CENTRAL ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=1051&id2=503,15745980,9671873,6074107,63%,
Gautam Dhanowar,http://myneta.info/assam2016/candidate.php?candidate_id=538,DIGBOI,INC,0,Post Graduate,9347494,3092016,6255478,123,GEN,TINSUKIA,UPPER ASSAM,true,true,false,Male,,,,,,
Gautam Roy,http://myneta.info/assam2016/candidate.php?candidate_id=206,KATLICHERA,INC,0,12th Pass,26384363,0,26384363,7,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=206&id2=27,26384363,13962322,12422041,89%,PAN is Different
Gayatri Borah Kalita,http://myneta.info/assam2016/candidate.php?candidate_id=150,AMGURI,AIUDF,0,12th Pass,1182848,0,1182848,103,GEN,SIBSAGAR,UPPER ASSAM,false,true,false,Female,,,,,,
Ghana Buragohain,http://myneta.info/assam2016/candidate.php?candidate_id=477,LAKHIMPUR,IND,0,Graduate,11779734,2354321,9425413,111,GEN,LAKHIMPUR,UPPER ASSAM,true,true,false,Male,,,,,,
Ghanashyam Das,http://myneta.info/assam2016/candidate.php?candidate_id=697,BOKO (SC),IND,0,Graduate Professional,39306938,2798467,36508471,48,SC,KAMRUP,LOWER ASSAM,true,true,false,Male,,,,,,
Ghanashyam Kalita,http://myneta.info/assam2016/candidate.php?candidate_id=985,RANGIYA,INC,0,Graduate,8605455,0,8605455,57,GEN,RANGIA,NORTH ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=985&id2=618,8605455,3328683,5276772,159%,
Gias Uddin Ahmed,http://myneta.info/assam2016/candidate.php?candidate_id=872,GOALPARA WEST,New All India Congress Party,0,Post Graduate,420000,0,420000,38,GEN,GOALPARA,LOWER ASSAM,false,true,false,Male,,,,,,
Gias Uddin Ahmed,http://myneta.info/assam2016/candidate.php?candidate_id=568,BILASIPARA WEST,CPI,0,Graduate Professional,1064108,0,1064108,26,GEN,BILASIPARA,LOWER ASSAM,true,true,false,Male,,,,,,
Girish Chandra Choudhury,http://myneta.info/assam2016/candidate.php?candidate_id=353,MAJBAT,IND,0,Graduate,3047505,0,3047505,70,GEN,UDALGURI,NORTH ASSAM,true,true,false,Male,,,,,,
Girish Chandra Mahanta,http://myneta.info/assam2016/candidate.php?candidate_id=1120,TAMULPUR,IND,0,Graduate,309871,0,309871,58,GEN,NALBARI,LOWER ASSAM,true,true,false,Male,,,,,,
Girish Phukon,http://myneta.info/assam2016/candidate.php?candidate_id=441,MAHMARA,Rashtriya Jankranti Party,0,10th Pass,645000,0,645000,105,GEN,CHARAIDEO (SONARI),UPPER ASSAM,false,true,false,Male,,,,,,
Gobinda Das,http://myneta.info/assam2016/candidate.php?candidate_id=588,DISPUR,IND,1,8th Pass,740913,0,740913,52,GEN,KAMRUP METRO,LOWER ASSAM,true,true,true,Male,,,,,,
Gojanand Munda,http://myneta.info/assam2016/candidate.php?candidate_id=149,TEOK,IND,0,8th Pass,9798371,10977251,-1178880,102,GEN,JORHAT,UPPER ASSAM,true,true,false,Male,,,,,,
Gopi Baruah,http://myneta.info/assam2016/candidate.php?candidate_id=1128,NALBARI,IND,0,8th Pass,55000,0,55000,59,GEN,NALBARI,NORTH ASSAM,false,true,false,Male,,,,,,
Gopi Chand Shahabadi,http://myneta.info/assam2016/candidate.php?candidate_id=385,BISWANATH,JD(U),0,10th Pass,1822199,3000000,-1177801,76,GEN,BISWANATH CHARIALI,NORTH ASSAM,true,true,false,Male,,,,,,
Gopi Nath Das,http://myneta.info/assam2016/candidate.php?candidate_id=947,BOKO (SC),AIUDF,0,Graduate,15801132,0,15801132,48,SC,KAMRUP,LOWER ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=947&id2=624,15801132,6572597,9228535,140%,
Gour Chandra Das,http://myneta.info/assam2016/candidate.php?candidate_id=34,DHOLAI (SC),SUCI(C),0,Post Graduate,17432,0,17432,11,SC,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Gunajit Adhikary,http://myneta.info/assam2016/candidate.php?candidate_id=694,CHENGA,BJP,0,Graduate,24159609,4905546,19254063,47,GEN,BARPETA,LOWER ASSAM,true,true,false,Male,,,,,,
Guneswar Das,http://myneta.info/assam2016/candidate.php?candidate_id=749,RAHA (SC),AIUDF,0,12th Pass,7258579,1150000,6108579,82,SC,NAGAON,CENTRAL ASSAM,true,true,false,Male,,,,,,
Gunin Basumatari,http://myneta.info/assam2016/candidate.php?candidate_id=454,SIBSAGAR,Liberal Democratic Party,0,Graduate Professional,7599848,0,7599848,108,GEN,SIBSAGAR,UPPER ASSAM,true,true,false,Male,,,,,,
Gunindra Nath Das,http://myneta.info/assam2016/candidate.php?candidate_id=688,BARPETA,Asom Gana Parishad,0,Graduate,25307494,4767217,20540277,43,GEN,BARPETA,LOWER ASSAM,true,true,false,Male,,,,,,
Gurujyoti Das,http://myneta.info/assam2016/candidate.php?candidate_id=738,MANGALDOI (SC),BJP,0,Graduate,1405146,0,1405146,67,SC,MANGALDOI,NORTH ASSAM,true,true,false,Male,,,,,,
Habibar Rahman,http://myneta.info/assam2016/candidate.php?candidate_id=741,DALGAON,Asom Gana Parishad,0,Graduate Professional,536249,0,536249,68,GEN,MANGALDOI,NORTH ASSAM,true,true,false,Male,,,,,,
Habul Chakraborty,http://myneta.info/assam2016/candidate.php?candidate_id=354,DHEKIAJULI,INC,0,10th Pass,13458890,3977184,9481706,71,GEN,TEZPUR,NORTH ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=354&id2=296,13458890,6587215,6871675,104%,PAN is Different
Hafiz Bashir Ahmed,http://myneta.info/assam2016/candidate.php?candidate_id=805,BILASIPARA WEST,AIUDF,0,Post Graduate,7760525,1171460,6589065,26,GEN,BILASIPARA,LOWER ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=805&id2=532,7760525,3625182,4135343,114%,PAN is Different
Haidar Ali,http://myneta.info/assam2016/candidate.php?candidate_id=939,BHABANIPUR,IND,0,12th Pass,2062000,0,2062000,41,GEN,BAJALI,LOWER ASSAM,false,true,false,Male,,,,,,
Halan Purtti,http://myneta.info/assam2016/candidate.php?candidate_id=135,GOHPUR,CPI(ML)(L),0,8th Pass,20200,0,20200,78,GEN,GOHPUR,NORTH ASSAM,false,false,false,Male,,,,,,
Hanif Alom Mazarbhuiya,http://myneta.info/assam2016/candidate.php?candidate_id=325,KATIGORA,IND,0,Graduate,416000,0,416000,15,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Hareswar Deka,http://myneta.info/assam2016/candidate.php?candidate_id=917,SARUKHETRI,IND,0,10th Pass,26435324,525203,25910121,46,GEN,BARPETA,LOWER ASSAM,true,true,false,Male,,,,,,
Hareswar Rahang,http://myneta.info/assam2016/candidate.php?candidate_id=1003,DISPUR,IND,0,10th Pass,608092,0,608092,52,GEN,KAMRUP METRO,LOWER ASSAM,true,true,false,Male,,,,,,
Harinarayan Das,http://myneta.info/assam2016/candidate.php?candidate_id=1124,NALBARI,IND,0,Post Graduate,3997206,1456454,2540752,59,GEN,NALBARI,NORTH ASSAM,true,true,false,Male,,,,,,
Harmohan Chandra Rajbongshi,http://myneta.info/assam2016/candidate.php?candidate_id=979,KAMALPUR,IND,0,10th Pass,3082841,263960,2818881,56,GEN,RANGIA,NORTH ASSAM,true,true,false,Male,,,,,,
Hasnur Ali,http://myneta.info/assam2016/candidate.php?candidate_id=1147,GAUHATI WEST,Rashtriya Pragati Party,0,Graduate Professional,3075000,450000,2625000,54,GEN,KAMRUP METRO,LOWER ASSAM,false,true,false,Male,,,,,,
Hazi Salim Uddin Barbhuiya,http://myneta.info/assam2016/candidate.php?candidate_id=28,HAILAKANDI,IND,1,10th Pass,6355168,0,6355168,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,true,true,Male,,,,,,
Helim Zaman,http://myneta.info/assam2016/candidate.php?candidate_id=647,GAURIPUR,Rashtriya Secular Congress,0,Others,524000,0,524000,24,GEN,DHUBRI,LOWER ASSAM,true,true,false,Male,,,,,,
Hem Kanta Miri,http://myneta.info/assam2016/candidate.php?candidate_id=179,DHEMAJI (ST),SUCI(C),0,Graduate Professional,27573,0,27573,113,ST,DHEMAJI,UPPER ASSAM,false,true,false,Male,,,,,,
Hemanta Doloi,http://myneta.info/assam2016/candidate.php?candidate_id=406,KHUMTAI,IND,0,10th Pass,5057700,0,5057700,96,GEN,GOLAGHAT,CENTRAL ASSAM,false,true,false,Male,,,,,,
Hemanta Kalita,http://myneta.info/assam2016/candidate.php?candidate_id=919,SARUKHETRI,Bharatiya Gana Parishad,0,8th Pass,1126958,0,1126958,46,GEN,BARPETA,LOWER ASSAM,true,true,false,Male,,,,,,
Hemanta Kalita,http://myneta.info/assam2016/candidate.php?candidate_id=967,HAJO,IND,0,Graduate,1388548,1000000,388548,55,GEN,KAMRUP,LOWER ASSAM,true,true,false,Male,,,,,,
Hemanta Pegu,http://myneta.info/assam2016/candidate.php?candidate_id=47,MAJULI (ST),SUCI(C),0,Post Graduate,8832,0,8832,99,ST,MAJULI,UPPER ASSAM,false,true,false,Male,,,,,,
Hemanta Talukdar,http://myneta.info/assam2016/candidate.php?candidate_id=1141,GAUHATI WEST,IND,0,Others,32758974,420000,32338974,54,GEN,KAMRUP METRO,LOWER ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=1141&id2=655,32758974,37315103,-4556129,-12%,Party in last election was INC
Hemen Pegu,http://myneta.info/assam2016/candidate.php?candidate_id=157,MAHMARA,IND,0,Graduate,244607,0,244607,105,GEN,CHARAIDEO (SONARI),UPPER ASSAM,false,true,false,Male,,,,,,
Himangshu Bharali,http://myneta.info/assam2016/candidate.php?candidate_id=682,SORBHOG,IND,0,12th Pass,4356031,265975,4090056,40,GEN,BARPETA,LOWER ASSAM,true,true,false,Male,,,,,,
Himanta Biswa Sarma,http://myneta.info/assam2016/candidate.php?candidate_id=701,JALUKBARI,BJP,0,Doctorate,63847880,21456555,42391325,51,GEN,KAMRUP METRO,LOWER ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=701&id2=651,63847880,30645893,33201987,108%,Party in last election was INC
Hira Gogoi,http://myneta.info/assam2016/candidate.php?candidate_id=173,LAKHIMPUR,IND,0,Graduate,1000588,0,1000588,111,GEN,LAKHIMPUR,UPPER ASSAM,true,true,false,Male,,,,,,
Hiranya Bhuyan,http://myneta.info/assam2016/candidate.php?candidate_id=370,TEZPUR,INC,0,Graduate,3778989,971658,2807331,73,GEN,TEZPUR,NORTH ASSAM,true,true,false,Male,,,,,,
