candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks,state,year,winner,so_do,age,address,profession,spouse_profession,party_eci
HARE RAM PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1260,Darbhanga Rural,CPI(ML)(L),2,5th Pass,50000,20000,30000,88,SC,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Suini Paswan,55,P.S. Bahadur Dist. Dharbhanga,,,Communist Party of India (Marxist-Leninist) (Liberation)
HARENDRA KISHORE SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=949,Masrakh,LJP,1,Graduate Professional,3572300,0,3572300,37,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Ramdev Singh,69,"village, post and P.S.-MASTRAKH, District - Saran",,,Lok Janshakti Party
HARENDRA NARAYAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1262,Ghanshyampur,SP,0,Graduate,11100,0,11100,86,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Keshav Narayan Singh,34,"Vill. Tumaul, P.S.Ghanshyampur, Dist.Darbhanga",,,Samajwadi Party
HARENDRA PRASD KUSHWAHA,http://myneta.info/bih2005/candidate.php?candidate_id=889,Lauria,LJP,0,12th Pass,2714301,0,2714301,6,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Sri Chandradeep Bhagat,42,"P.O. - Jagdishpur, District - West Champaran",,,Lok Janshakti Party
HARENDRA RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1996,Sonepur,IND,0,Graduate,119700,12000,107700,44,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Madhusudan Ram,38,"At Post Ami,P.S.-Dighwara,Dist-saran",,,Independent
HARENDRA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1880,Bikramganj,SP,0,10th Pass,13123,24306,-11183,208,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Rajeshwari Singh,37,"Vill. Kawai, Po. Semari, P.S. Dawath, Dist. Rohtas",,,Samajwadi Party
HARESH YADAW,http://myneta.info/bih2005/candidate.php?candidate_id=937,Manjhi,BSP,3,12th Pass,5013500,27500,4986000,35,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Shyam Bihari Yadav,33,"Village - Dumari, PS.Manjhi , District - Saran",,,Bahujan Samaj Party
HARI BHUSHAN THAKUR,http://myneta.info/bih2005/candidate.php?candidate_id=243,Bisfi,IND,0,Graduate,1663476,0,1663476,74,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,LATE MAHENDRA THAKUR,36,"VILL. RAGHAULI, P.S. BISFI, DIST. MADHUBANI",,,Independent
HARI KISHORE SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=806,Sahebganj,LJP,0,Graduate,596000,80000,516000,54,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Narayan Singh,51,"VILLAGE AND POST.- SARAMSTPUR, THANA-PAKHA, DISTT.-Muzaffarpur",,,Lok Janshakti Party
HARI MAHTO,http://myneta.info/bih2005/candidate.php?candidate_id=1699,Chandi,IND,0,10th Pass,290000,0,290000,181,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Somari Mahto,54,"Vill.Madhepurdih, Po.Madhepur, PS.Chandi, Nalanda",,,Independent
HARI MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=137,Bodh Gaya,BJP,0,Literate,790927,20400,770527,235,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,MASTAN MANJHI,45,VILL VISHUNGANJ PO AERODRAM PS MAGDH MEDICAL DIST GAYA,,,Bharatiya Janata Party
HARI MOHAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1532,Bahadurganj,JJJKMC,1,5th Pass,85000,25000,60000,133,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Jama Lal Singh,49,"Gram.Gopalur Post.Natubapada Station-Bahadurganj ,Jilla-Kishanganj",,,Jai Jawan Jai Kisan Mazdoor Congress
HARI NANDAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1042,Narpatganj,CPI(ML)(L),0,8th Pass,20000,0,20000,128,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Rekha Das,56,"Paikhar Chowlar Tola, P.S.Dharganj, Dist.Araria",,,Communist Party of India (Marxist-Leninist) (Liberation)
HARI NARAYAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1914,Saharsa,IND,1,10th Pass,65000,0,65000,117,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Arun Kumar Singh,26,"Ward No. 15, Saharsa",,,Independent
HARI NARAYAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1575,Babubarhi,SP,0,Graduate,1976500,25000,1951500,77,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Getai Yadav,39,"Vill & Po. Belahi, P.S. Ladaria, Dist. Madhubani Bihar",,,Samajwadi Party
HARI PRASAD SAH,http://myneta.info/bih2005/candidate.php?candidate_id=227,Laukaha,JD(U),1,10th Pass,190570,0,190570,82,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,LATE BAIJNATH SAH,65,"Laukaha ,DIST SUPAUL",,,Janata Dal (United)
HARI SHANKAR PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=487,Adapur,RJD,0,Graduate Professional,4925000,265000,4660000,13,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late Sri Sripati Ray,57,"VILLAGE-MAHUAHIYO,Adapur , District - East Champaran",,,Rashtriya Janata Dal
HARI SHANKER PRASAD SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=699,Harsidhi,INC,1,Graduate,2994750,0,2994750,19,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Shri Ramchandra Singh,49,"Vill-Ebrahimpur,thana- Pahadpur,dist-East Champaran",,,Indian National Congress
HARI WALLAV PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=769,Kumarkhand,LJP,0,12th Pass,237960,0,237960,115,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Panchu Paswan,36,"at-kolharypatti,Kumarkhand,District - Madhepura",,,Lok Janshakti Party
HARIDWAR PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=512,Bagha,LJP,0,10th Pass,20410,14456,5954,2,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Shri Sundar Paswan,49,"Vill-Narayangarh, post- sindhan, dist-West Champaran",,,Lok Janshakti Party
HARIHAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1544,Lakhisarai,IND,0,5th Pass,110000,0,110000,172,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Nageshwar Singh,50,Village & Po. Balgudar P.S. & Dist.Lakhisarai,,,Independent
HARIKISHORE TIWARI,http://myneta.info/bih2005/candidate.php?candidate_id=872,Goreakothi,CPI,0,10th Pass,1534426,0,1534426,28,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ragunatha Tiwari,49,"Vill+Post-Shidpura,District - Siwan",,,Communist Party of India
HARINANDAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=105,Hayaghat,RJD,3,12th Pass,1763749,277465,1486284,92,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,Phudan Yadav,55,"Hayaghat, District - Darbhanga",,,Rashtriya Janata Dal
HARISH CHANDRA PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1723,Gobindpur,IND,0,Literate,700000,0,700000,241,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Arjun Paswan,35,"Lalpur, Nawabad",,,Independent
HASNAINMIRZA,http://myneta.info/bih2005/candidate.php?candidate_id=1049,Sikti,SP,1,Literate,46000,14200,31800,131,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Jalal Uddin,36,"Asha (Dahiblut) Po.and PS.Terfarhh, Dist.Kisanganj",,,Samajwadi Party
HEMANT KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2060,Basantpur,IND,0,12th Pass,2000,0,2000,27,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Gajadhar Singh,35,"Village Maghari, Ps.Bhagawanpur, Kal, Dist.Siwan",,,Independent
HIMANSHU SHEKHAR MALLIK,http://myneta.info/bih2005/candidate.php?candidate_id=1268,Jale,SP,0,Literate,41200,0,41200,91,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Rama Shankar Mallik,37,"Gram. V. Vailo, Po. Sanahpur Dist. Dhidhwara",,,Samajwadi Party
HIMRAJ SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=190,Kadwa,BJP,0,12th Pass,670593,0,670593,143,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,LATE BHAWRAJ SINGH,48,VILL & PO PATLAGARH PS KADWA DIST KATIHAR,,,Bharatiya Janata Party
HIND KESARI YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=276,Minapur,RJD,1,Post Graduate,12139313,0,12139313,63,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,RITLAL RAI,59,"CHAKKAR MAIDAN, MADIPUR, MINAPUR, MUZAFFARPUR",,,Rashtriya Janata Dal
HIRA LAL SAO,http://myneta.info/bih2005/candidate.php?candidate_id=1694,Bihar,IND,0,Literate,235000,0,235000,176,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Binda Sao,39,"Mahall Alamganj, Po.Bihar Sharif, Ps.Lazen, Dist.Naland",,,Independent
HORIL RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1431,Makhdumpur,IND,0,Illiterate,20000,0,20000,226,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Somar Ram,66,"Gr.Sarainmadh, Po.Tehta, Thana Makhdumpur, Dist.Jahanabad",,,Independent
HRIDAY NARAYAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=83,Buxar,BSP,1,Post Graduate,1119620,0,1119620,201,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,Ram Keshwar Singh,47,"NAI BAZAR BUXAR, THANA- BUXAR NAGAR, DISTT.- BUXAR",,,Bahujan Samaj Party
HRIDYA NAND SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2074,Goreakothi,IND,0,8th Pass,907000,30000,877000,28,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Baccha Singh,47,"At.and Po.Hariharpur, Lalgarh, Siwan, Bihar",,,Independent
IMAM REZA,http://myneta.info/bih2005/candidate.php?candidate_id=1271,Jale,IND,0,Literate,48000,0,48000,91,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Md. Ishafeel,31,"Vill. Jale Tole Islampur,  Post. Jalley, Dist. Dharbhanga",,,Independent
IMRAN ANSARI,http://myneta.info/bih2005/candidate.php?candidate_id=1600,Madhubani,RLD,2,Graduate,10800,109500,-98700,78,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Rahman Ansari,30,"Vill.and Po.and PS.Rahika, Dist.Madhubani",,,Rashtriya Lok Dal
IND BHUSHAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=774,Kishanganj,LJP,1,10th Pass,962243,0,962243,122,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Keshav Singh,52,"Vill+Post-Pastpar,P.S.-Sour Bazar,Dist-Saharoa",,,Lok Janshakti Party
INDAL SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2058,Sursand,IND,0,10th Pass,600900,0,600900,71,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,MANSIP SINGH,34,"Vill. Sunhiya, Po. Sutihara, PS. Parihar, Dist. Sitamarhi",,,Independent
INDERDEO PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1115,Rafiganj,SSD,0,Literate,0,0,0,221,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Vishnu Charan Paswan,55,"Gr.Tishi, PO.Pairya, Thana Pairya, Dist.Aurangabad",,,Shoshit Samaj Dal
INDRADEV MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=152,Bhore,BJP,1,10th Pass,550000,25000,525000,22,SC,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Chandrika Manjhi,49,"Village + P.O. Sesai, Distt. Gopalganj",,,Bharatiya Janata Party
INDRADEV NIRALA,http://myneta.info/bih2005/candidate.php?candidate_id=1347,Atri,IND,0,10th Pass,70000,14000,56000,238,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Chunni Prasad,56,Gr.Bahuaara,,,Independent
INDRAJEET SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1892,Dehri,IND,0,12th Pass,765000,0,765000,217,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Vilash Singh,31,"Vill. Jorawarpur Cchwani, PO. & P.S. Akarhigda, Dist. Rohtas Bihar",,,Independent
ISHRAR ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=1871,Purnea,IND,0,Literate,0,0,0,139,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Mojiv Ullah,33,"Khajanchi Hat, Rajawadi",,,Independent
ISHWAR DAYAL DAS,http://myneta.info/bih2005/candidate.php?candidate_id=1047,Raniganj,IND,0,Graduate,1650000,0,1650000,127,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Nakehhedi Das,64,"Gram.Bishanpur ,Madhulatta ,Meri Ganj ,Jilla.Araria",,,Independent
ISTAK KHAN,http://myneta.info/bih2005/candidate.php?candidate_id=1912,Mahishi,SP,0,Graduate,548480,0,548480,118,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Mustufa Khan,39,"Vill. & PO. Naurhha, Dist. Saharsa",,,Samajwadi Party
IZHAR AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=93,Ghanshyampur,LJP,2,Post Graduate,1155951,0,1155951,86,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,true,Anussubhan,43,"VILLAGE.-BALIYA, DISTT.- DEOGARH",,,Lok Janshakti Party
IZHARUL HAQUE,http://myneta.info/bih2005/candidate.php?candidate_id=2102,Siwan,SP,0,12th Pass,15000,0,15000,29,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Abdul Majid,31,"Gr.and Po.Tadwa, Dist.Siwan",,,Samajwadi Party
JAGANNATH PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=2131,Hajipur,SP,1,Post Graduate,1123228,320000,803228,45,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,false,Babu Lal Yadav,60,"H.No.261, Kankadbaug, Po.Lohiyanagar, Dist.Patna",,,Samajwadi Party
JAGAT MANGAL KURI,http://myneta.info/bih2005/candidate.php?candidate_id=1870,Purnea,IND,0,8th Pass,14000,0,14000,139,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Subhash Kuri,26,"Madhubani Colony, K. Hat Purnea",,,Independent
JAGDISH CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1351,Barachatti,IND,1,Literate,50000,0,50000,236,SC,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Dukhan Chaudhary,50,"Karjara, Thana Mohanpur, Dist.Gaya",,,Independent
JAGDISH MAHTO,http://myneta.info/bih2005/candidate.php?candidate_id=2056,Sonbarsa,IND,0,12th Pass,5000,0,5000,121,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Biraje Mahto,35,"At.and Po.Madheshra, PS.Sanbendra, Dist.Sitamali",,,Independent
JAGDISH PRASAD CHAUHAN,http://myneta.info/bih2005/candidate.php?candidate_id=1750,Warsaliganj,CPI(ML)(L),0,10th Pass,145000,600,144400,242,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ramu Chauhan,36,Warsaliganj Vidhansabha,,,Communist Party of India (Marxist-Leninist) (Liberation)
JAGDISH PRASAD GUPTA,http://myneta.info/bih2005/candidate.php?candidate_id=807,Minapur,CPI,3,10th Pass,780620,15590,765030,63,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Late Bhola Prasad,59,"Minapur , District - Muzaffarpur",,,Communist Party of India
JAGDISH SHARMA,http://myneta.info/bih2005/candidate.php?candidate_id=165,Ghosi,JD(U),8,Graduate,8604070,477603,8126467,228,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,true,Late Kamta Sharma,54,"VILLAGE AND POST.-KORRA, P.S.-GHOSI,DISTRICT-JEHANABAD",,,Janata Dal (United)
JAGDISH VECHAIN,http://myneta.info/bih2005/candidate.php?candidate_id=1667,Muzaffarpur,BJKVP,0,8th Pass,282500,0,282500,59,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Dev Nandan Ram,60,"Shastrinagar Kanahauli Bishnudute,Muzaffarpur",,,Bajjikanchal Vikas Party
JAGNARAYAN PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1309,Kesariya,IND,0,Graduate,17500,25000,-7500,18,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Shukan Paswan,40,"Gr.Sheetalpur, Po.Sheetalpur, Thana Chakiya, Dist.East Champaran",,,Independent
JAI KRISHNA MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=903,Rupauli,JD(U),0,10th Pass,12595815,1153945,11441870,124,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Late Raghubar Mandal,49,"BARHARI, BHAWANIPUR, District - Sheikhpura",,,Janata Dal (United)
JAI KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=345,Bikramganj,JD(U),3,Graduate Professional,705000,0,705000,208,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,true,Baikunath Singh,31,"Village - Prasdiha, P.O. - Dumari Distt. Rohtas",,,Janata Dal (United)
JAI NANDAN PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=423,Sursand,RJD,0,Post Graduate,1657815,13312,1644503,71,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,Ram Charitra Rai  Yadav,45,District - Sitamarhi,,,Rashtriya Janata Dal
JAI NARAYAN RAO,http://myneta.info/bih2005/candidate.php?candidate_id=740,Jamui,BSP,0,Graduate,1135000,0,1135000,170,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late Bhagirath Rao,55,"SIMERIYA P.O.-GIDHAUR, P.S.-XHATRA, District - Jamui",,,Bahujan Samaj Party
JAI PRAKASH YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1166,Nathnagar,IND,2,12th Pass,45000,0,45000,149,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Sheetal Yadav,32,"Gram.Baijani Teh.Jagdishpur,Jilla.Bahgalpur",,,Independent
JAI VARDHAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=444,Raghopur,INC,3,Graduate,1763183,0,1763183,110,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Sro Prakash Chandar,25,"AMDIHARI, HARRIRAPUR, P.S.- PANITLAB",,,Indian National Congress
JAINATH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1756,Warsaliganj,IND,0,Literate,120000,0,120000,242,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Sukh Deo Paswan,39,Math Gulni,,,Independent
JAINATH PD. YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1402,Barauli,SP,1,Literate,786367,0,786367,25,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Raja Yadav,48,Cchawahi Khas,,,Samajwadi Party
JAINENDRA KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1875,Rupauli,SP,0,Graduate,967000,0,967000,124,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Jagdeo Prasad Gupta,52,"Vill & Po. & P.S. Tikapatti, Dist. Purnia",,,Samajwadi Party
JAIPRAKASH NARAYAN PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=924,Singhia,JD(U),0,Graduate,797000,10000,787000,101,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late Bharm dev Paswan,41,"Singhia , District - Samastipur",,,Janata Dal (United)
JAIRAM PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1183,Arrah,JKM,0,Graduate,728200,0,728200,198,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Ratan Rai,59,"Vill. Ratan Dularpur, Po. Ratanpur, P.S. Hasil Arrah Bhojpur",,,Jawan Kisan Morcha
JAISHANKAR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1737,Nawada,IND,0,Graduate,20000,0,20000,239,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ramdhin Chandravanshi,37,"Goni, Po.Adanpur, Dist.Nawada",,,Independent
JAKIR HUSSAIN,http://myneta.info/bih2005/candidate.php?candidate_id=1482,Kadwa,SP,2,Graduate,944809,293963,650846,143,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Nasir Uddin,37,"Vill. & Post Nimoul, P.S. Azam Nagar, Dist. Katihar",,,Samajwadi Party
JALDHAR MAHTO,http://myneta.info/bih2005/candidate.php?candidate_id=1731,Nawada,IND,0,5th Pass,44000,0,44000,239,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Banshi Mahto,47,"Gr.Singhol, Po.Aodanpura, Tana Mithal, Dist.Nawada",,,Independent
JALIL MIYA,http://myneta.info/bih2005/candidate.php?candidate_id=1425,Mirganj,IND,0,Literate,2000,0,2000,23,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Aaklu Miya,59,"Gr.Asanand Tola, Post.Lepra Jilla.Gopalganj",,,Independent
JAMSHED ASRAF,http://myneta.info/bih2005/candidate.php?candidate_id=39,Balia,JD(U),0,Graduate Professional,35000,0,35000,103,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,true,Majeeldin Asraf,53,"Mungeriganj, Ward no.19, Begusarai",,,Janata Dal (United)
JAMUN MURMU,http://myneta.info/bih2005/candidate.php?candidate_id=632,Dhamdaha,BSP,0,10th Pass,32000,0,32000,125,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late Mangum Murmu,49,District - Purnea,,,Bahujan Samaj Party
JANAK SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=398,Taraiya,BJP,4,Graduate,3905662,118037,3787625,38,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Late Khedarm Singh,44,"P.s. Ishuapur, Distt. Saran",,,Bharatiya Janata Party
JANARDAN MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=35,Belhar,JD(U),0,10th Pass,1993000,300000,1693000,157,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,LATE RAMESHWAR MANJHI,61,"VILLAGE DALIYA, PO + PS. BOUNSI, DIST BANKA",,,Janata Dal (United)
JANARDAN MISTRI,http://myneta.info/bih2005/candidate.php?candidate_id=1130,Katoria,IND,0,5th Pass,0,0,0,158,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Murli Dhar Mistri,46,"Chandan Station Chandan Jilla,Banka",,,Independent
JANARDAN PANDIT,http://myneta.info/bih2005/candidate.php?candidate_id=1526,Parbatta,ABJS,0,10th Pass,28500,0,28500,163,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Brihari Pandit,44,"Ratan, Po. Ratan, PS.Gagari, Dist. Khagaria",,,Akhil Bharatiya Jan Sangh
JANARDAN SINGH SIGRIWAL,http://myneta.info/bih2005/candidate.php?candidate_id=393,Jalalpur,BJP,3,Graduate,433000,276527,156473,40,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,LATE NAGESHWER SINGH,42,DIST. SIRAN,,,Bharatiya Janata Party
JANARDAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=3,Narpatganj,BJP,0,Post Graduate,1307408,521724,785684,128,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,Shai Awadh lal Yadav,50,"Koshikapur, P.O-Nababgang, Dsit Araria",,,Bharatiya Janata Party
JANG  BAHADUR  RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1192,Barhara,IND,0,Literate,31000,0,31000,197,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Ayodhya Ram,34,Bithunpura,,,Independent
JANG BAHADUR DAS,http://myneta.info/bih2005/candidate.php?candidate_id=793,Kharagpur,BSP,0,Post Graduate,524000,0,524000,162,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late Sharwan Das,65,"Raisar, P.O.- Basudeopur, P.S. - Katwali, Dist. - Munger",,,Bahujan Samaj Party
JANKI DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1151,Cheria Bariarpur,SP,0,Literate,102349,0,102349,108,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Brahma Dev Prasad Yadav,60,"Gr.Jana, Po.Pansala, Dist.Begusarai",,,Samajwadi Party
JANKI MAHTO,http://myneta.info/bih2005/candidate.php?candidate_id=2026,Bathnaha,IND,0,8th Pass,42000,0,42000,68,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Gopi Mahto,54,"VILLAGE BHATAULIYA POST-MAKUABA BLOCK, BATHNAHA",,,Independent
JAVED BEG,http://myneta.info/bih2005/candidate.php?candidate_id=2092,Raghunathpur,CPI(ML)(L),0,Post Graduate,1966146,129783,1836363,34,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,A.Nawab,45,"Usri Pe. Tasanpura, Thana M.H.Nagar, Dist.Siwan",,,Communist Party of India (Marxist-Leninist) (Liberation)
JAWAHAR  ROY,http://myneta.info/bih2005/candidate.php?candidate_id=1210,Sandesh,IND,0,Graduate,250000,40000,210000,196,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Surith Roy,43,"Vill & Po. Bagar, Distt. Bhojpur",,,Independent
JAWAHAR HEMBRAM,http://myneta.info/bih2005/candidate.php?candidate_id=762,Thakurganj,BSP,0,8th Pass,10000,0,10000,134,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Dhuway Hembram,50,"Kashibari, PO-Rwdhara,Kishanganj",,,Bahujan Samaj Party
JAWAHAR LAL CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1229,Buxar,CPM,3,Literate,451472,50000,401472,201,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Ram Subhag Chaudhary,57,"Mallah Toh.Buxar, PS.Buxar, Dist.Buxar",,,Communist Party of India (Marxist)
JAWAHAR PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=351,Chenari,RJD,1,8th Pass,327716,0,327716,215,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Khomari Paswan,56,"Rampur, P.O. Kopsar, Distt. Rohtas",,,Rashtriya Janata Dal
JAWAHAR RAI,http://myneta.info/bih2005/candidate.php?candidate_id=1203,Piro,IND,0,Graduate,250000,40000,210000,205,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Surith Rai,43,"Vill & Po. Bagar, Dist. Bagar",,,Independent
JAWAHAR RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1661,Minapur,IND,0,10th Pass,240000,5000,235000,63,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Faksh Ram,39,"Vill. Maksudpur, P.S. Minapur, Dist. Muzaffarpur",,,Independent
