candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks
DR. ASHOK KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=219,Madhepura,RJD,0,Doctorate,1208208,280284,927924,120,GEN,NA,NA,,false,false,Male,,,,,
DR. BIBHUTI YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1520,Khagaria,SP,2,Post Graduate,11073000,0,11073000,165,GEN,NA,NA,,true,true,Male,,,,,
DR. INDAL SINGH NAVEEN,http://myneta.info/bih2005/candidate.php?candidate_id=894,Sitamarhi,LJP,0,Doctorate,1534000,45000,1489000,67,GEN,NA,NA,,false,false,Male,,,,,
DR. IRSHAD AHMAD KHAN,http://myneta.info/bih2005/candidate.php?candidate_id=906,Purnea,LJP,0,Post Graduate,11990500,1940000,10050500,139,GEN,NA,NA,,false,false,Male,,,,,
DR. MADAN MOHAN JHA,http://myneta.info/bih2005/candidate.php?candidate_id=100,Darbhanga,INC,1,Doctorate,3582276,504872,3077404,89,GEN,NA,NA,,true,true,Male,,,,,
DR. MAHABIR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=94,Ghanshyampur,RJD,1,Doctorate,2138306,0,2138306,86,GEN,NA,NA,,false,false,Male,,,,,
DR. MOHAMMAD JAWAID,http://myneta.info/bih2005/candidate.php?candidate_id=208,Thakurganj,INC,0,Graduate Professional,11569132,243000,11326132,134,GEN,NA,NA,,true,false,Male,,,,,
DR. MUKHTAR AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=1592,Laukaha,SP,0,Post Graduate,5736654,100000,5636654,82,GEN,NA,NA,,false,false,Male,,,,,
DR. PRAMOD KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=569,Bhabhua,RJD,0,Graduate,4948315,0,4948315,212,GEN,NA,NA,,false,false,Male,,,,,
DR. PUSPANJAY,http://myneta.info/bih2005/candidate.php?candidate_id=278,Asthawan,IND,1,Doctorate,17781007,0,17781007,175,GEN,NA,NA,,false,false,Male,,,,,
DR. RAM CHANDRA PURVEY,http://myneta.info/bih2005/candidate.php?candidate_id=421,Sonbarsa,RJD,0,Doctorate,6372500,0,6372500,121,GEN,NA,NA,,true,false,Male,,,,,
DR. RAM PRAKASH MAHTO,http://myneta.info/bih2005/candidate.php?candidate_id=188,Katihar,RJD,5,Doctorate,2202872,71213,2131659,142,GEN,NA,NA,,true,true,Male,,,,,
DR. RAM PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=2115,Kishunpur,SP,0,Doctorate,2784606,38000,2746606,111,GEN,NA,NA,,false,false,Male,,,,,
DR. SIYAMATI  RAI,http://myneta.info/bih2005/candidate.php?candidate_id=546,Barhara,LJP,0,Doctorate,12000,0,12000,197,GEN,NA,NA,,false,false,Female,,,,,
DR. SUNIL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=279,Bihar,JD(U),7,Graduate Professional,12015392,0,12015392,176,GEN,NA,NA,,true,true,Male,,,,,
DR. USHA VIDYARTHI,http://myneta.info/bih2005/candidate.php?candidate_id=328,Paliganj,BJP,0,Doctorate,3010000,140000,2870000,195,GEN,NA,NA,,false,false,Female,,,,,
DR.GAUTAM OJHA,http://myneta.info/bih2005/candidate.php?candidate_id=1214,Shahpur,IND,0,Post Graduate,831500,15000,816500,199,GEN,NA,NA,,false,false,Male,,,,,
DR.SAROJ KUMAR OJHA,http://myneta.info/bih2005/candidate.php?candidate_id=591,Brahmpur,BSP,0,Doctorate,193207,0,193207,200,GEN,NA,NA,,false,false,Male,,,,,
DR.SHATRUGHAN PRASAD SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=815,Nawada,BJP,0,Graduate Professional,3322000,150800,3171200,239,GEN,NA,NA,,true,false,Male,,,,,
DUKHAN RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1674,Paru,IND,0,Literate,121678,0,121678,53,GEN,NA,NA,,false,false,Male,,,,,
DULAL CHANDRA GOSWAMI,http://myneta.info/bih2005/candidate.php?candidate_id=192,Barsoi,BJP,1,Graduate,263078,31011,232067,144,GEN,NA,NA,,false,true,Male,,,,,
DULAR CHAND SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=13,Arwal,LJP,0,Post Graduate,750000,44000,706000,224,GEN,NA,NA,,false,false,Male,,,,,
DURGA NAND MAHAVIR NAYAK,http://myneta.info/bih2005/candidate.php?candidate_id=693,Keoti,BSP,1,Post Graduate,20801000,0,20801000,90,GEN,NA,NA,,false,true,Male,,,,,
DURGA RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1967,Garkha,IND,0,Graduate,292804,0,292804,42,SC,NA,NA,,false,false,Male,,,,,
DURGA ROY,http://myneta.info/bih2005/candidate.php?candidate_id=766,Surajgarha,BSP,0,Graduate,250000,0,250000,169,GEN,NA,NA,,false,false,Male,,,,,
DWARIKA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1708,Hilsa,IND,0,Graduate Professional,2020000,0,2020000,180,GEN,NA,NA,,false,false,Male,,,,,
EHSANUL HAQUE,http://myneta.info/bih2005/candidate.php?candidate_id=620,Darbhanga,LJP,3,12th Pass,30000,0,30000,89,GEN,NA,NA,,false,true,Male,,,,,
EHSANUL RAHMAN,http://myneta.info/bih2005/candidate.php?candidate_id=2040,Pupri,IND,0,12th Pass,0,0,0,72,GEN,NA,NA,,false,false,Male,,,,,
EKRAMUL HAQUE,http://myneta.info/bih2005/candidate.php?candidate_id=648,Narpatganj,LJP,0,Post Graduate,6932470,643027,6289443,128,GEN,NA,NA,,true,false,Male,,,,,
ENTZARUL HAQUE,http://myneta.info/bih2005/candidate.php?candidate_id=1066,Arwal,IND,0,10th Pass,265000,0,265000,224,GEN,NA,NA,,false,false,Male,,,,,
EZAZ HUSSAIN,http://myneta.info/bih2005/candidate.php?candidate_id=601,Chanpatia,BSP,4,8th Pass,881299,1000,880299,7,GEN,NA,NA,,false,true,Male,,,,,
FAGU RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1458,Chainpur,IND,0,Literate,110000,0,110000,213,GEN,NA,NA,,false,false,Male,,,,,
FAISHION AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=1188,Arrah,IND,0,Literate,63023,0,63023,198,GEN,NA,NA,,false,false,Male,,,,,
FAIYAZ AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=586,Bisfi,JD(U),1,Doctorate,34731104,0,34731104,74,GEN,NA,NA,,false,false,Male,,,,,
FAIZ ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=749,Katihar,LJP,1,12th Pass,0,0,0,142,GEN,NA,NA,,false,true,Male,,,,,
FAKHRUDDIN ALI AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=816,Nawada,LJP,0,10th Pass,550000,0,550000,239,GEN,NA,NA,,false,false,Male,,,,,
FAKROODIN KHAN,http://myneta.info/bih2005/candidate.php?candidate_id=474,Ramnagar,RJD,4,8th Pass,406000,8200,397800,3,GEN,NA,NA,,false,true,Male,,,,,
FANI LAL SAH,http://myneta.info/bih2005/candidate.php?candidate_id=1514,Pranpur,IND,0,8th Pass,110200,0,110200,145,GEN,NA,NA,,false,false,Male,,,,,
FAQUEER CHAND DAS,http://myneta.info/bih2005/candidate.php?candidate_id=1025,Bodh Gaya : Bye-election on 15-09-2009,INC,0,8th Pass,1639000,35000,1604000,235,SC,NA,NA,,false,false,Male,,,,,
Feku Ram,http://myneta.info/bih2005/candidate.php?candidate_id=967,Bochaha : Bye-election on 10-09-2009,INC,0,10th Pass,691420,56905,634515,60,SC,NA,NA,,false,false,Male,,,,,
GAGAN DEV PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=2079,Goreakothi,IJP,0,5th Pass,64000,0,64000,28,GEN,NA,NA,,false,false,Male,,,,,
GAJENDRA YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1878,Rupauli,IND,0,10th Pass,90000,0,90000,124,GEN,NA,NA,,false,false,Male,,,,,
Gallu Chaudhari,http://myneta.info/bih2005/candidate.php?candidate_id=962,Nautan : Bye-election on 15-09-2009,CPI,1,Literate,210000,0,210000,9,GEN,NA,NA,,false,true,Male,,,,,
GANESH DAS,http://myneta.info/bih2005/candidate.php?candidate_id=1352,Barachatti,CPI(ML)(L),0,Literate,6000,0,6000,236,SC,NA,NA,,false,false,Male,,,,,
GANESH KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1676,Paru,IND,0,10th Pass,35000,25000,10000,53,GEN,NA,NA,,false,false,Male,,,,,
GANESH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1333,Pipra,IND,0,Literate,531000,50000,481000,17,SC,NA,NA,,false,false,Male,,,,,
GANESH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=66,Sultanganj,RJD,1,8th Pass,3643108,42072,3601036,153,SC,NA,NA,,true,false,Male,,,,,
GANESH PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=2051,Sitamarhi,IND,0,12th Pass,108900,0,108900,67,GEN,NA,NA,,false,false,Male,,,,,
GANGA DAYAL SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=834,Patna East,BSP,0,12th Pass,205740,0,205740,190,GEN,NA,NA,,true,false,Male,,,,,
GANGA PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=520,Baikunthpur,BSP,1,Post Graduate,266579,0,266579,26,GEN,NA,NA,,true,false,Male,,,,,
GANGA SAGAR RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1240,Rajpur,IND,0,12th Pass,245000,0,245000,202,SC,NA,NA,,false,false,Male,,,,,
GAUTAM GIRI,http://myneta.info/bih2005/candidate.php?candidate_id=2100,Siwan,IND,0,Literate,532500,0,532500,29,GEN,NA,NA,,false,false,Male,,,,,
GAUTAM KAPUR,http://myneta.info/bih2005/candidate.php?candidate_id=820,Gobindpur,LJP,1,Not Given,225000,0,225000,241,GEN,NA,NA,,false,false,Male,,,,,
GAUTAM SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=385,Manjhi,JD(U),2,10th Pass,2115678,195843,1919835,35,GEN,NA,NA,,false,true,Male,,,,,
GAYANAND MUKTIBODH,http://myneta.info/bih2005/candidate.php?candidate_id=919,Simri-Bakhtiarpur,BSP,0,10th Pass,122500,0,122500,119,GEN,NA,NA,,false,false,Male,,,,,
GAYASUDDIN,http://myneta.info/bih2005/candidate.php?candidate_id=1671,Muzaffarpur,IND,0,Literate,15000,0,15000,59,GEN,NA,NA,,false,false,Male,,,,,
Geeta Shankar,http://myneta.info/bih2005/candidate.php?candidate_id=999,Dhuraiya : Bye-election on 15-09-2009,INC,1,Graduate,3911500,0,3911500,155,SC,NA,NA,,true,true,Male,,,,,
GHANSHYAM PANDIT,http://myneta.info/bih2005/candidate.php?candidate_id=1469,Barari,CPI(ML)(L),0,10th Pass,345200,0,345200,141,GEN,NA,NA,,false,false,Male,,,,,
GIRIJA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1023,Ghosi : Bye-election on 15-09-2009,INC,2,10th Pass,4230922,25000,4205922,228,GEN,NA,NA,,false,false,Male,,,,,
GITA YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=202,Khagaria,CPI(M),0,5th Pass,731272,0,731272,165,GEN,NA,NA,,false,false,Male,,,,,
GOBARDHAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1537,Kishanganj,IND,0,Graduate,85300,70000,15300,122,GEN,NA,NA,,false,false,Male,,,,,
GOBIND HAZARA,http://myneta.info/bih2005/candidate.php?candidate_id=1435,Chakai,RSP,0,8th Pass,101000,0,101000,159,GEN,NA,NA,,false,false,Male,,,,,
GODESHWAR PD.VERMA,http://myneta.info/bih2005/candidate.php?candidate_id=720,Gaya Town,BSP,0,Graduate Professional,117000,0,117000,232,GEN,NA,NA,,false,false,Male,,,,,
GOPAL KUMAR AGARWAL,http://myneta.info/bih2005/candidate.php?candidate_id=207,Thakurganj,SP,1,12th Pass,3784475,1415000,2369475,134,GEN,NA,NA,,true,false,Male,,,,,
GOPAL PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1382,Gaya Town,IND,1,Graduate,25000,20000,5000,232,GEN,NA,NA,,false,false,Male,,,,,
GOPAL SHARMA,http://myneta.info/bih2005/candidate.php?candidate_id=733,Jahanabad,LJP,2,10th Pass,245793,0,245793,227,GEN,NA,NA,,false,true,Male,,,,,
GUDI DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=411,Runisaidpur,JD(U),0,Literate,311500,0,311500,64,GEN,NA,NA,,false,false,Female,,,,,
GUGAL PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1851,Banmankhi,SAP,0,12th Pass,62000,0,62000,126,SC,NA,NA,,false,false,Male,,,,,
GULAB PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=610,Cheria Bariarpur,BSP,0,12th Pass,559000,0,559000,108,GEN,NA,NA,,false,false,Male,,,,,
GULAM RAVANI,http://myneta.info/bih2005/candidate.php?candidate_id=1692,Bihar,IND,0,12th Pass,10000,0,10000,176,GEN,NA,NA,,false,false,Male,,,,,
GULREZ AKHTER,http://myneta.info/bih2005/candidate.php?candidate_id=886,Sikta,LJP,1,12th Pass,3716466,488000,3228466,5,GEN,NA,NA,,true,false,Male,,,,,
GURUJIT SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=827,Mokameh,INC,2,10th Pass,8804600,124450,8680150,183,GEN,NA,NA,,false,false,Male,,,,,
GYAN CHAND MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=389,Garkha,BJP,2,Graduate Professional,499750,0,499750,42,SC,NA,NA,,false,false,Male,,,,,
GYANENDRA KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=325,Barh,JD(U),0,Graduate,2278581,94560,2184021,184,GEN,NA,NA,,true,false,Male,,,,,
HABIBUR RAHMAN,http://myneta.info/bih2005/candidate.php?candidate_id=1472,Barsoi,IND,1,Graduate,3467733,1449999,2017734,144,GEN,NA,NA,,true,false,Male,,,,,
HAFIZ GULAM SARWAR,http://myneta.info/bih2005/candidate.php?candidate_id=1149,Cheria Bariarpur,IJP,0,10th Pass,110000,0,110000,108,GEN,NA,NA,,false,false,Male,,,,,
HAKIM  PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1189,Barhara,IND,0,12th Pass,6074761,0,6074761,197,GEN,NA,NA,,true,false,Male,,,,,
HANSRAJ YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1477,Barsoi,IND,1,5th Pass,16750,14000,2750,144,GEN,NA,NA,,false,true,Male,,,,,
HARE KRISHNA YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=95,Baheri,RJD,0,12th Pass,1370775,13453,1357322,87,GEN,NA,NA,,false,false,Male,,,,,
HARE RAM PANDE,http://myneta.info/bih2005/candidate.php?candidate_id=1219,Brahmpur,IND,16,12th Pass,2969000,0,2969000,200,GEN,NA,NA,,false,true,Male,,,,,
HARE RAM PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1260,Darbhanga Rural,CPI(ML)(L),2,5th Pass,50000,20000,30000,88,SC,NA,NA,,false,true,Male,,,,,
HARENDRA KISHORE SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=949,Masrakh,LJP,1,Graduate Professional,3572300,0,3572300,37,GEN,NA,NA,,false,true,Male,,,,,
HARENDRA NARAYAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1262,Ghanshyampur,SP,0,Graduate,11100,0,11100,86,GEN,NA,NA,,false,false,Male,,,,,
HARENDRA PRASD KUSHWAHA,http://myneta.info/bih2005/candidate.php?candidate_id=889,Lauria,LJP,0,12th Pass,2714301,0,2714301,6,GEN,NA,NA,,true,false,Male,,,,,
HARENDRA RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1996,Sonepur,IND,0,Graduate,119700,12000,107700,44,GEN,NA,NA,,false,false,Male,,,,,
HARENDRA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1880,Bikramganj,SP,0,10th Pass,13123,24306,-11183,208,GEN,NA,NA,,false,false,Male,,,,,
HARESH YADAW,http://myneta.info/bih2005/candidate.php?candidate_id=937,Manjhi,BSP,3,12th Pass,5013500,27500,4986000,35,GEN,NA,NA,,false,true,Male,,,,,
HARI BHUSHAN THAKUR,http://myneta.info/bih2005/candidate.php?candidate_id=243,Bisfi,IND,0,Graduate,1663476,0,1663476,74,GEN,NA,NA,,false,false,Male,,,,,
HARI KISHORE SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=806,Sahebganj,LJP,0,Graduate,596000,80000,516000,54,GEN,NA,NA,,false,false,Male,,,,,
HARI MAHTO,http://myneta.info/bih2005/candidate.php?candidate_id=1699,Chandi,IND,0,10th Pass,290000,0,290000,181,GEN,NA,NA,,false,false,Male,,,,,
HARI MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=137,Bodh Gaya,BJP,0,Literate,790927,20400,770527,235,SC,NA,NA,,false,false,Male,,,,,
HARI MOHAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1532,Bahadurganj,JJJKMC,1,5th Pass,85000,25000,60000,133,GEN,NA,NA,,false,true,Male,,,,,
HARI NANDAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1042,Narpatganj,CPI(ML)(L),0,8th Pass,20000,0,20000,128,GEN,NA,NA,,false,false,Male,,,,,
HARI NARAYAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1914,Saharsa,IND,1,10th Pass,65000,0,65000,117,GEN,NA,NA,,false,true,Male,,,,,
HARI NARAYAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1575,Babubarhi,SP,0,Graduate,1976500,25000,1951500,77,GEN,NA,NA,,false,false,Male,,,,,
HARI PRASAD SAH,http://myneta.info/bih2005/candidate.php?candidate_id=227,Laukaha,JD(U),1,10th Pass,190570,0,190570,82,GEN,NA,NA,,false,false,Male,,,,,
HARI SHANKAR PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=487,Adapur,RJD,0,Graduate Professional,4925000,265000,4660000,13,GEN,NA,NA,,false,false,Male,,,,,
HARI SHANKER PRASAD SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=699,Harsidhi,INC,1,Graduate,2994750,0,2994750,19,GEN,NA,NA,,true,false,Male,,,,,
HARI WALLAV PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=769,Kumarkhand,LJP,0,12th Pass,237960,0,237960,115,SC,NA,NA,,false,false,Male,,,,,
HARIDWAR PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=512,Bagha,LJP,0,10th Pass,20410,14456,5954,2,SC,NA,NA,,false,false,Male,,,,,
HARIHAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1544,Lakhisarai,IND,0,5th Pass,110000,0,110000,172,GEN,NA,NA,,false,false,Male,,,,,
HARIKISHORE TIWARI,http://myneta.info/bih2005/candidate.php?candidate_id=872,Goreakothi,CPI,0,10th Pass,1534426,0,1534426,28,GEN,NA,NA,,false,false,Male,,,,,
HARINANDAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=105,Hayaghat,RJD,3,12th Pass,1763749,277465,1486284,92,GEN,NA,NA,,false,false,Male,,,,,
HARISH CHANDRA PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1723,Gobindpur,IND,0,Literate,700000,0,700000,241,GEN,NA,NA,,false,false,Male,,,,,
HASNAINMIRZA,http://myneta.info/bih2005/candidate.php?candidate_id=1049,Sikti,SP,1,Literate,46000,14200,31800,131,GEN,NA,NA,,false,false,Male,,,,,
HEMANT KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2060,Basantpur,IND,0,12th Pass,2000,0,2000,27,GEN,NA,NA,,false,false,Male,,,,,
HIMANSHU SHEKHAR MALLIK,http://myneta.info/bih2005/candidate.php?candidate_id=1268,Jale,SP,0,Literate,41200,0,41200,91,GEN,NA,NA,,false,false,Male,,,,,
HIMRAJ SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=190,Kadwa,BJP,0,12th Pass,670593,0,670593,143,GEN,NA,NA,,true,false,Male,,,,,
HIND KESARI YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=276,Minapur,RJD,1,Post Graduate,12139313,0,12139313,63,GEN,NA,NA,,false,false,Male,,,,,
HIRA LAL SAO,http://myneta.info/bih2005/candidate.php?candidate_id=1694,Bihar,IND,0,Literate,235000,0,235000,176,GEN,NA,NA,,false,false,Male,,,,,
HORIL RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1431,Makhdumpur,IND,0,Illiterate,20000,0,20000,226,GEN,NA,NA,,false,false,Male,,,,,
HRIDAY NARAYAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=83,Buxar,BSP,1,Post Graduate,1119620,0,1119620,201,GEN,NA,NA,,false,false,Male,,,,,
HRIDYA NAND SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2074,Goreakothi,IND,0,8th Pass,907000,30000,877000,28,GEN,NA,NA,,false,false,Male,,,,,
IMAM REZA,http://myneta.info/bih2005/candidate.php?candidate_id=1271,Jale,IND,0,Literate,48000,0,48000,91,GEN,NA,NA,,false,false,Male,,,,,
IMRAN ANSARI,http://myneta.info/bih2005/candidate.php?candidate_id=1600,Madhubani,RLD,2,Graduate,10800,109500,-98700,78,GEN,NA,NA,,false,true,Male,,,,,
IND BHUSHAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=774,Kishanganj,LJP,1,10th Pass,962243,0,962243,122,GEN,NA,NA,,false,false,Male,,,,,
INDAL SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2058,Sursand,IND,0,10th Pass,600900,0,600900,71,GEN,NA,NA,,false,false,Male,,,,,
INDERDEO PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1115,Rafiganj,SSD,0,Literate,0,0,0,221,GEN,NA,NA,,false,false,Male,,,,,
INDRADEV MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=152,Bhore,BJP,1,10th Pass,550000,25000,525000,22,SC,NA,NA,,false,true,Male,,,,,
INDRADEV NIRALA,http://myneta.info/bih2005/candidate.php?candidate_id=1347,Atri,IND,0,10th Pass,70000,14000,56000,238,GEN,NA,NA,,false,false,Male,,,,,
INDRAJEET SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1892,Dehri,IND,0,12th Pass,765000,0,765000,217,GEN,NA,NA,,false,false,Male,,,,,
ISHRAR ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=1871,Purnea,IND,0,Literate,0,0,0,139,GEN,NA,NA,,false,false,Male,,,,,
ISHWAR DAYAL DAS,http://myneta.info/bih2005/candidate.php?candidate_id=1047,Raniganj,IND,0,Graduate,1650000,0,1650000,127,SC,NA,NA,,false,false,Male,,,,,
ISTAK KHAN,http://myneta.info/bih2005/candidate.php?candidate_id=1912,Mahishi,SP,0,Graduate,548480,0,548480,118,GEN,NA,NA,,false,false,Male,,,,,
IZHAR AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=93,Ghanshyampur,LJP,2,Post Graduate,1155951,0,1155951,86,GEN,NA,NA,,true,true,Male,,,,,
IZHARUL HAQUE,http://myneta.info/bih2005/candidate.php?candidate_id=2102,Siwan,SP,0,12th Pass,15000,0,15000,29,GEN,NA,NA,,false,false,Male,,,,,
JAGANNATH PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=2131,Hajipur,SP,1,Post Graduate,1123228,320000,803228,45,GEN,NA,NA,,true,true,Male,,,,,
JAGAT MANGAL KURI,http://myneta.info/bih2005/candidate.php?candidate_id=1870,Purnea,IND,0,8th Pass,14000,0,14000,139,GEN,NA,NA,,false,false,Male,,,,,
JAGDISH CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1351,Barachatti,IND,1,Literate,50000,0,50000,236,SC,NA,NA,,false,true,Male,,,,,
JAGDISH MAHTO,http://myneta.info/bih2005/candidate.php?candidate_id=2056,Sonbarsa,IND,0,12th Pass,5000,0,5000,121,GEN,NA,NA,,false,false,Male,,,,,
JAGDISH PRASAD CHAUHAN,http://myneta.info/bih2005/candidate.php?candidate_id=1750,Warsaliganj,CPI(ML)(L),0,10th Pass,145000,600,144400,242,GEN,NA,NA,,false,false,Male,,,,,
JAGDISH PRASAD GUPTA,http://myneta.info/bih2005/candidate.php?candidate_id=807,Minapur,CPI,3,10th Pass,780620,15590,765030,63,GEN,NA,NA,,false,true,Male,,,,,
JAGDISH SHARMA,http://myneta.info/bih2005/candidate.php?candidate_id=165,Ghosi,JD(U),8,Graduate,8604070,477603,8126467,228,GEN,NA,NA,,true,false,Male,,,,,
JAGDISH VECHAIN,http://myneta.info/bih2005/candidate.php?candidate_id=1667,Muzaffarpur,BJKVP,0,8th Pass,282500,0,282500,59,GEN,NA,NA,,false,false,Male,,,,,
JAGNARAYAN PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1309,Kesariya,IND,0,Graduate,17500,25000,-7500,18,GEN,NA,NA,,false,false,Male,,,,,
JAI KRISHNA MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=903,Rupauli,JD(U),0,10th Pass,12595815,1153945,11441870,124,GEN,NA,NA,,true,false,Male,,,,,
JAI KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=345,Bikramganj,JD(U),3,Graduate Professional,705000,0,705000,208,GEN,NA,NA,,false,true,Male,,,,,
JAI NANDAN PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=423,Sursand,RJD,0,Post Graduate,1657815,13312,1644503,71,GEN,NA,NA,,false,false,Male,,,,,
JAI NARAYAN RAO,http://myneta.info/bih2005/candidate.php?candidate_id=740,Jamui,BSP,0,Graduate,1135000,0,1135000,170,GEN,NA,NA,,false,false,Male,,,,,
JAI PRAKASH YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1166,Nathnagar,IND,2,12th Pass,45000,0,45000,149,GEN,NA,NA,,false,true,Male,,,,,
JAI VARDHAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=444,Raghopur,INC,3,Graduate,1763183,0,1763183,110,GEN,NA,NA,,true,false,Male,,,,,
JAINATH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1756,Warsaliganj,IND,0,Literate,120000,0,120000,242,GEN,NA,NA,,false,false,Male,,,,,
JAINATH PD. YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1402,Barauli,SP,1,Literate,786367,0,786367,25,GEN,NA,NA,,true,false,Male,,,,,
JAINENDRA KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1875,Rupauli,SP,0,Graduate,967000,0,967000,124,GEN,NA,NA,,false,false,Male,,,,,
JAIPRAKASH NARAYAN PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=924,Singhia,JD(U),0,Graduate,797000,10000,787000,101,SC,NA,NA,,false,false,Male,,,,,
JAIRAM PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1183,Arrah,JKM,0,Graduate,728200,0,728200,198,GEN,NA,NA,,false,false,Male,,,,,
JAISHANKAR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1737,Nawada,IND,0,Graduate,20000,0,20000,239,GEN,NA,NA,,false,false,Male,,,,,
JAKIR HUSSAIN,http://myneta.info/bih2005/candidate.php?candidate_id=1482,Kadwa,SP,2,Graduate,944809,293963,650846,143,GEN,NA,NA,,true,false,Male,,,,,
JALDHAR MAHTO,http://myneta.info/bih2005/candidate.php?candidate_id=1731,Nawada,IND,0,5th Pass,44000,0,44000,239,GEN,NA,NA,,false,false,Male,,,,,
