candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks,state,year,winner,so_do,age,address,profession,spouse_profession,party_eci
GANESH KUTUM,http://myneta.info/assam2006/candidate.php?candidate_id=236,Gohpur,Asom Gana Parishad Pragtisheel,0,Post Graduate,6984835,601448,6383387,78,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Numalia Gam Kutum,62,"GOHPUR, TWON, MOUZA-GOHPUR P.O.-P.S.- GOHPUR",,,Asom Gana Parishad Pragtisheel
GAUTAM BORA,http://myneta.info/assam2006/candidate.php?candidate_id=191,Batadroba,INC,0,Graduate,3658187,0,3658187,84,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE BIRENDRA BORA,46,DHING TOWN WARD NO 1 PO & PS DHING DIST NAGAON,,,Indian National Congress
GAUTAM ROY,http://myneta.info/assam2006/candidate.php?candidate_id=97,Katlicherra,INC,0,Graduate,3779810,0,3779810,7,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,SHRI SANTOSH KUMAR ROY,53,"HAILAKANDI TOWN, WARD NO-9",,,Indian National Congress
GHANA BURAGOHAIN,http://myneta.info/assam2006/candidate.php?candidate_id=163,Lakhimpur,INC,0,Graduate,2703809,0,2703809,111,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,LATE JAGAT CHANDRA BURAGOHAIN,40,PO. & PS. NORTH LAKHIMPUR(ASSAM),,,Indian National Congress
GIRINDRA KUMAR BORUAH,http://myneta.info/assam2006/candidate.php?candidate_id=187,Nowgong,AGP,0,Post Graduate,2540012,166720,2373292,86,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE GHANA KANTA BORUAH,46,J.B.ROAD AMOLAPATTY UNDER NAGAON PS NAGAON,,,Asom Gana Parishad
GIRISH BARUAH,http://myneta.info/assam2006/candidate.php?candidate_id=18,Bongaigaon,INC,0,10th Pass,50205,0,50205,32,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Sri Abhiram Baruah,29,"ULUBARI, PURANI, District - Bongaigaon",,,Indian National Congress
GOBINDA CH. LANGTHASA,http://myneta.info/assam2006/candidate.php?candidate_id=173,Haflong,INC,0,10th Pass,3009712,0,3009712,16,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Lt. Thangrung Langthasa,74,"HAFLONG, District - N. C. Hills",,,Indian National Congress
GOPI NATH DAS,http://myneta.info/assam2006/candidate.php?candidate_id=114,Boko,INC,0,Graduate,1625211,0,1625211,48,SC,NA,NA,,true,false,Male,,,,,,Assam,2006,false,GOSTA BIHARI SARKAR,45,"VILL. DOKUCHI, PO. NAGARBERA, DIST. KAMRUP",,,Indian National Congress
GUNESWAR DAS,http://myneta.info/assam2006/candidate.php?candidate_id=175,Raha,AUDF,0,10th Pass,338304,158400,179904,82,SC,NA,NA,,false,false,Male,,,,,,Assam,2006,true,SHRI GHANA KANTA DAS,49,"VILL. ROHAGAON, PO. MOUZA, PS. ROHA, DIST. Nagaon",,,Assam United Democratic Front
GUNINDRA NATH DAS,http://myneta.info/assam2006/candidate.php?candidate_id=7,Barpeta,AGP,0,Graduate,3135600,1220437,1915163,43,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late satish chandra das,46,"Ps and District, Barpeta Assam",,,Asom Gana Parishad
HAFIZ BASHIR AHMED,http://myneta.info/assam2006/candidate.php?candidate_id=61,Bilasipara West,AUDF,0,Post Graduate,1200526,0,1200526,26,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Hafiz Noor Ahmad,46,"Ananda Nagar, Bilasipara,District Dhubri,Assam",,,Assam United Democratic Front
HAREN DAS,http://myneta.info/assam2006/candidate.php?candidate_id=120,Hajo,INC,0,Doctorate,3606947,617286,2989661,55,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Garish Das,60,"Village Bharalitola,PO Hajo,Kamrup Assam",,,Indian National Congress
HAZI SALIM UDDIN BARBHUIYA,http://myneta.info/assam2006/candidate.php?candidate_id=95,Hailakandi,AUDF,1,10th Pass,435540,0,435540,6,GEN,NA,NA,,false,true,Male,,,,,,Assam,2006,true,MOHMUD ALI BARBHUIYA,47,HAILAKANDI,,,Assam United Democratic Front
HEMENDRA NATH BRAHMA,http://myneta.info/assam2006/candidate.php?candidate_id=154,Kokrajhar West,IND,0,Post Graduate,440000,0,440000,29,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,false,LATE FATIK CHANDRA BRAHMA,52,"GOSSAIGAON TOWN WARD NO. 4, DIST. KOKRAJHAR,B.T.A.D.,ASSAM",,,Independent
HIDDHINATH RONGPI,http://myneta.info/assam2006/candidate.php?candidate_id=134,Bokajan,INC,0,Graduate,1475000,0,1475000,17,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Phukon Rongpi,42,"SARMUG, Bokajan , District - Karbi Anglong",,,Indian National Congress
HIMANTA BISWA SARMA,http://myneta.info/assam2006/candidate.php?candidate_id=125,Jalukbari,INC,0,Post Graduate,10230923,696854,9534069,51,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Sri Kailash Nath Sarma,37,"House No.-26, Adarshapur, bye lane-2, Kahilipara, Guwahati",,,Indian National Congress
HIRANYA KUMAR KONWAR,http://myneta.info/assam2006/candidate.php?candidate_id=214,Mahmara,AGP,0,Post Graduate,471673,678606,-206933,105,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Sadananda Konwar,44,"Angara Konwar ,District - Sibsagar",,,Asom Gana Parishad
HIREN DAS,http://myneta.info/assam2006/candidate.php?candidate_id=43,Mangaldoi,AGP,0,Graduate,2653073,0,2653073,67,SC,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Late Ramesh Ch. Das,44,"Ward No. 8, Mangaldai Town, P.O. & P.S. Mangaldai, District - Darrang",,,Asom Gana Parishad
HITENDRA NATH GOSWAMI,http://myneta.info/assam2006/candidate.php?candidate_id=104,Jorhat,AGP,0,Post Graduate,3703003,454057,3248946,98,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE SRINATH GOSWAMI,46,"BORBHETA, JORHAT-5",,,Asom Gana Parishad
HOLIRAM TERANG,http://myneta.info/assam2006/candidate.php?candidate_id=140,Baithalangso,Autonomous State Demand Committee,0,Graduate,3121357,159905,2961452,20,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Lahorsing  Terang,50,"Village - Godwin , District - Karbi Anglong",,,Autonomous State Demand Committee
ILIAS ALI,http://myneta.info/assam2006/candidate.php?candidate_id=45,Dalgaon,IND,0,10th Pass,235134,0,235134,68,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Idris Ali,44,"Village - Niz Beruajhar, P.O. Punia Mauza, District - Darrang",,,Independent
ISMAIL HUSSAIN,http://myneta.info/assam2006/candidate.php?candidate_id=8,Barpeta,INC,0,Post Graduate,5474770,354414,5120356,43,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late haran Ali,53,"Abbari,HSWL town",,,Indian National Congress
ISRAIL NANDA,http://myneta.info/assam2006/candidate.php?candidate_id=238,Tinsukia,AGP,0,12th Pass,508387,130722,377665,122,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Gauranga Nanda,47,"Bordold, nagar, Tinsukya",,,Asom Gana Parishad
JAGADISH BHUYAN,http://myneta.info/assam2006/candidate.php?candidate_id=246,Sadiya,AGP,0,Post Graduate,3379000,722696,2656304,126,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Sri Chandra Dhar Bhuyan,40,"KAKOPATHAR, P.O.& P.S.-KAKOPATHAR",,,Asom Gana Parishad
JAGAT SING ENGTI,http://myneta.info/assam2006/candidate.php?candidate_id=133,Bokajan,Autonomous State Demand Committee,0,Graduate,1624384,0,1624384,17,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Borsing Engti,44,"Nambor Adarsha, District - Karbi Anglong",,,Autonomous State Demand Committee
JAMAN SINGH BRAHMA,http://myneta.info/assam2006/candidate.php?candidate_id=250,Udalguri,INC,0,Graduate,4660180,65000,4595180,69,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Arjun Brahma,54,"Udalguri Town ward No.5,under udalguri Mouza and UdalguriPolice station,Dist -Udalguri(B.T.C.)Assam",,,Indian National Congress
JATIN MALI,http://myneta.info/assam2006/candidate.php?candidate_id=118,Palasbari,AGP,0,Post Graduate,303909,481000,-177091,50,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,LATE JALI RAM MALI,48,"VILL. BORKUCHI,PO. MIRZA, PS. PALASHBARI, DIST. KAMRUP",,,Asom Gana Parishad
JIBANTARA GHATOWAR,http://myneta.info/assam2006/candidate.php?candidate_id=65,Moran,INC,0,10th Pass,6787257,450008,6337249,115,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,true,Sri Paban Singh Ghatowar,45,"Ushapur, Moranhat, P.S.- Moranhat, Dist. Sivspgarh",,,Indian National Congress
JITEN GOGOI,http://myneta.info/assam2006/candidate.php?candidate_id=87,Bokakhat,IND,0,8th Pass,13659020,900000,12759020,93,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,RUDRESWAR GOGOI,45,"MOHMAIKIGAON, PO. GOLAGHAT, DIST. GOLAGHAT, ASSAM",,,Independent
JITU KISSAN,http://myneta.info/assam2006/candidate.php?candidate_id=252,Majbat,AUDF,0,Graduate,100786,0,100786,70,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,GOKAL CHANDRA KISSAN,26,"VILLAGE BETTIBARY,T.A .MOUZA,P.O. AND P.S. MAZBAT,DISTRICT-UDALGURI",,,Assam United Democratic Front
JONJONALI BARUAH,http://myneta.info/assam2006/candidate.php?candidate_id=169,Marigaon,INC,0,Graduate,18774794,3112702,15662092,80,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,true,Late Khirod Baruah,48,"Ward No.- 1, Rajagoan, Morigaon town, P.O. & Distt. - Morigaon",,,Indian National Congress
JOSEPH TOPPO,http://myneta.info/assam2006/candidate.php?candidate_id=221,Dhekiajuli,AGP,0,10th Pass,287619,199968,87651,71,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Noas Toppo,58,"DHEKIAJULI TOWN, WARD NO. I, P.O.&P.S.-MOUZA, DISTT.- SONITPUR",,,Asom Gana Parishad
JYOTI PRASAD DAS,http://myneta.info/assam2006/candidate.php?candidate_id=113,Boko,AGP,0,Graduate,1463327,339944,1123383,48,SC,NA,NA,,true,false,Male,,,,,,Assam,2006,true,BANGSHI DHAR DAS,51,"VILL. NO. 2 DAKUAPARA, PS.& PO. BOKO, DIST. KAMRUP",,,Asom Gana Parishad
K.M. BAHARUL ISLAM,http://myneta.info/assam2006/candidate.php?candidate_id=144,Patharkandi,AUDF,0,Doctorate,1919402,0,1919402,2,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Md. Fokhrul Islam,36,"Village - Kabaribond, Po & Ps",,,Assam United Democratic Front
KAMAKHYA PRASAD MALA,http://myneta.info/assam2006/candidate.php?candidate_id=30,Dholai,IND,1,Not Given,684810,0,684810,11,SC,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Sudhangshu Mala,45,"Village Rakhaltilla,PO Dulalgram,P.S.Dholai District,Cachar",,,Independent
KAMAL SHING NARZARY,http://myneta.info/assam2006/candidate.php?candidate_id=19,Bijni,IND,0,Graduate,1037221,0,1037221,33,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Khagen Narzary,50,"RESIDENTAL OF BIJNI, TOWN WARD NO.-1 P.O.-& P.S. BIJNI, DISTT.-CHIRANG,",,,Independent
KAMALENDU BHATTACHARJEE,http://myneta.info/assam2006/candidate.php?candidate_id=32,Udharbond,IND,0,Post Graduate,16610808,1490576,15120232,12,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Kamini Mohan Bhattacharjee,50,"Collage Road, Silchar - 788004, P.S. Silchar, Dist. Cachar Assam",,,Independent
KAMALESWAR MEDHI,http://myneta.info/assam2006/candidate.php?candidate_id=14,Sarukhetri,AGP,0,8th Pass,4638487,884928,3753559,46,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Prabin Medhi,49,"P.O. Bongaon,District barpeta,Assam",,,Asom Gana Parishad
KAMALI BASUMATARI,http://myneta.info/assam2006/candidate.php?candidate_id=247,Panery,IND,0,10th Pass,464217,270870,193347,64,GEN,NA,NA,,false,false,Female,,,,,,Assam,2006,true,Late Sambar Basumatari,48,Nagachuba Village under Sekhar Mouza and Panery Police Station,,,Independent
KANAK CHANDRA BARO,http://myneta.info/assam2006/candidate.php?candidate_id=4,Bhabanipur,IND,0,10th Pass,257000,0,257000,41,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Sri Harlen Deka,52,"Pakrigarhi,P.O. Salbari,Mouza Bijni",,,Independent
KARENDRA BASUMATARY,http://myneta.info/assam2006/candidate.php?candidate_id=251,Majbat,IND,0,Graduate,1878424,0,1878424,70,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,LATE JANAKI BASUMATARY,51,"VILLAGE BALISIHI GAON,BARSILAJHAR,MOUZA,UDALGURI",,,Independent
KARTIK SENA SINHA,http://myneta.info/assam2006/candidate.php?candidate_id=143,Patharkandi,BJP,0,12th Pass,53014268,13625600,39388668,2,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Dhan  Sena Sinha,35,Rajargoan P/O & P.S,,,Bharatiya Janata Party
KESHAB MAHANTA,http://myneta.info/assam2006/candidate.php?candidate_id=181,Kaliabor,AGP,0,Post Graduate,4917390,250382,4667008,89,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE KAMAL CHANDRA MAHANTA,46,VILL MARIAGAON PO KUWARITOL DIST NAGAON,,,Asom Gana Parishad
KESHARAM BORA,http://myneta.info/assam2006/candidate.php?candidate_id=160,Bihpuria,AGP,0,Graduate,1051180,0,1051180,109,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Nirmal Bora,51,"Village - Kawaimari, P.O.- Bihpuria, Distt- Lakhimpur Assam",,,Asom Gana Parishad
KETAKI PRASAD DUTTA,http://myneta.info/assam2006/candidate.php?candidate_id=146,Karimganj North,INC,0,Graduate,1042922,0,1042922,3,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Khagendra  Prasad Dutta,59,"Karimganj Town, Indira Coloni, District - Karimganj",,,Indian National Congress
KHOR SING ENGTI,http://myneta.info/assam2006/candidate.php?candidate_id=135,Howraghat,INC,0,Graduate,1470191,0,1470191,18,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Late Pan Engti,57,"pan engti, Howraghat , District - Karbi Anglong",,,Indian National Congress
KULA DAS,http://myneta.info/assam2006/candidate.php?candidate_id=108,Titabar,CPI,0,Graduate,281,0,281,100,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,LATE SOUAI DAS,60,"BEBEJIA KACHARIGAON, PO. PURONA TITABAR",,,Communist Party of India
KUSHAL DOWARI,http://myneta.info/assam2006/candidate.php?candidate_id=217,Thowra,IND,6,10th Pass,14318000,928044,13389956,107,GEN,NA,NA,,true,true,Male,,,,,,Assam,2006,true,Late Akaman Dowari,40,"Village - Bokata Khamun Gaon, Distt. Sivasagar",,,Independent
KUTUB AHMED MAZUMDER,http://myneta.info/assam2006/candidate.php?candidate_id=27,Sonai,INC,0,Graduate,186000,0,186000,10,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Late Rahatmat Ulla Majumdar,67,"Village and PO badripur,District Silchar,Cachar,Assam",,,Indian National Congress
LAKHESWAR MORAN,http://myneta.info/assam2006/candidate.php?candidate_id=242,Margherita,AGP,0,5th Pass,1095464,374280,721184,124,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Sri Leheng Moran,39,"HAHKHATI RAHBARI GAON, P.O.-CIKORAJAN, District - Tinsukia",,,Asom Gana Parishad
LIAKAT ALI KHAN,http://myneta.info/assam2006/candidate.php?candidate_id=15,Chenga,AGP,0,Graduate,787300,55000,732300,47,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Baniz Ali Khan,48,Phulbari,,,Asom Gana Parishad
LOUIS ISLARY,http://myneta.info/assam2006/candidate.php?candidate_id=158,Sidli,IND,0,Post Graduate,377216,0,377216,31,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE ANDREES ISLERY,56,"BENGTAL, PO. BENGTAL, DIST. CHIRANG,ASSAM",,,Independent
MADAN KALITA,http://myneta.info/assam2006/candidate.php?candidate_id=200,Nalbari,INC,0,Graduate,5115533,344000,4771533,59,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE PHANIDHAR,50,"VILL. SATHAMOW, PO. GHAGRAPAR, DIST. NALBARI",,,Indian National Congress
MAHESH KUMAR DOLEY,http://myneta.info/assam2006/candidate.php?candidate_id=166,Dhakuakhana,AGP,0,Graduate,85117,0,85117,112,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,false,SRI BHUMIKANTA  DOLEY,48,"VILL. JANJI DANGDHARA, DIST. LAKHIMPUR",,,Asom Gana Parishad
MAHESWAR BARO,http://myneta.info/assam2006/candidate.php?candidate_id=39,Kalaigaon,IND,1,12th Pass,65000,0,65000,65,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Late Bireswar  Baro,38,"Village - Major Chuburi , Mauze Chinakona",,,Independent
MAJENDRA NARZARY,http://myneta.info/assam2006/candidate.php?candidate_id=152,Gossaigaon,IND,0,Graduate,839162,25167,813995,28,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,LATE MAGAL NARZARY,48,"PO. GOSSAIGAON, DIST. KOKRAJHAR(B.T.A.D.) Assam",,,Independent
MAMONI BORA,http://myneta.info/assam2006/candidate.php?candidate_id=192,Batadroba,AGP,1,Graduate,855000,50000,805000,84,GEN,NA,NA,,false,false,Female,,,,,,Assam,2006,false,SHRI DEVA BARSH,42,VILL GEDARBORI PO CHAKALAGHAT PS JAJON DIST NAGOAN,,,Asom Gana Parishad
MANESWAR BRAHMA,http://myneta.info/assam2006/candidate.php?candidate_id=205,Barama,IND,0,Graduate,265944,0,265944,62,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Maniram,38,"Village - Tupalia, P.O. Gerua, Ashram, Police Station Barbari, Dist. Baksa Btad Assam",,,Independent
MANORANJAN DAS,http://myneta.info/assam2006/candidate.php?candidate_id=6,Patacharkuchi,BJP,0,Post Graduate,3462525,126003,3336522,42,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Guneshwar Das,59,"Patsala Town,Ward No.4",,,Bharatiya Janata Party
MATILAL RAY,http://myneta.info/assam2006/candidate.php?candidate_id=142,Ratabari,AUDF,0,12th Pass,50000,0,50000,1,SC,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Amulya Ray,34,"P.S. - Ratabari, District - Karimganj",,,Assam United Democratic Front
MAYA CHAKRABORTY,http://myneta.info/assam2006/candidate.php?candidate_id=196,Lumding,INC,0,Graduate,3377080,0,3377080,92,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,false,LATE DEBESH CHAKRABORTY,59,UTTAR LUM0ING WARD NO 3 PO & PS LUMDING DIST NAGAON ASSAM,,,Indian National Congress
MAZIBUR RAHMAN,http://myneta.info/assam2006/candidate.php?candidate_id=46,Dalgaon,AUDF,0,Graduate Professional,554677,0,554677,68,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Md. Badar Ali,31,"Village - No. 3 Baruajhar, Post Office - Bechimari, P.S. Dalgaon, District - Darrang",,,Assam United Democratic Front
MEMBAR GOGOI,http://myneta.info/assam2006/candidate.php?candidate_id=111,Teok,INC,0,Graduate Professional,3018000,270860,2747140,102,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE THANURAM GOGOI,65,"PACHIM SONGALPUKHURI, JORHAT",,,Indian National Congress
MISBAUL ISLAM LASKAR,http://myneta.info/assam2006/candidate.php?candidate_id=36,Barkhola,INC,0,Graduate Professional,11563897,0,11563897,14,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Kamrul Islam Laskar,50,"MC road ,PO Silcahr",,,Indian National Congress
MISSION RANJAN DAS,http://myneta.info/assam2006/candidate.php?candidate_id=145,Karimganj North,BJP,0,Graduate Professional,371900,150000,221900,3,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Late Pramode Ranjan Das,44,"Ward No. 14, Banamali Road, P.O. Karimganj - 788710 District - Karimganj, Assam",,,Bharatiya Janata Party
MOBARAK ALI PATHAN,http://myneta.info/assam2006/candidate.php?candidate_id=193,Dhing,AUDF,0,10th Pass,2008063,0,2008063,83,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE WAHED ALI PATHAN,55,VILL KHAIRAMARI PO KHAIRAMARI ps DHING DIST NAGAON,,,Assam United Democratic Front
MOHIBUL HAQUE,http://myneta.info/assam2006/candidate.php?candidate_id=57,Gauripur,IND,0,Post Graduate,807000,0,807000,24,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE  FAIZAL  HOQUE,50,"MATIABAG, WARD NO. 2, GAURIPUR TOWN, PO. GAURIPUR, DIST. DHUBRI",,,Independent
MOZIBOR RAHMAN KHAN,http://myneta.info/assam2006/candidate.php?candidate_id=10,Jania,AUDF,0,Graduate,120000,0,120000,44,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Amjad Ali khan,48,"Adatpur-Bs Baghban,Didi-Barpeta",,,Assam United Democratic Front
MRITYUNJOY CHAKRAVORTY,http://myneta.info/assam2006/candidate.php?candidate_id=96,Hailakandi,BJP,0,Graduate,159000,0,159000,6,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,LATE DR. GOPESH CH. CHAKRAVORTY,57,"WARD NO. 8, LAKSHMISAHAR, PO. & DIST. HAILAKANDI",,,Bharatiya Janata Party
MUKUNDA RAM CHOUDHURY,http://myneta.info/assam2006/candidate.php?candidate_id=40,Kalaigaon,AGP,0,Graduate Professional,6188340,1082,6187258,65,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Hem Kanta Choudhary,56,"Village - Choudharypara, P.O. Tengabari, District - Darrang",,,Asom Gana Parishad
MUNIN MAHANTA,http://myneta.info/assam2006/candidate.php?candidate_id=170,Marigaon,CPI,0,Graduate,659788,0,659788,80,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Upendra Nath Mahanta,55,"Rajagaon, Ward No. 4, Marigaon",,,Communist Party of India
NAGEN GOWALA,http://myneta.info/assam2006/candidate.php?candidate_id=234,Behali,INC,0,Graduate,179000,0,179000,77,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Ananta Gowala,43,"RESIDENT OF HOUSE VILLAGE-NIZ BAGHMARI, P.O.-BAGHMARI",,,Indian National Congress
NAZIBUL UMAR,http://myneta.info/assam2006/candidate.php?candidate_id=56,Dhubri,INC,0,10th Pass,2329094,0,2329094,23,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE  UMAR UDDIN,59,"VILL. ADABARI, PO. CHAGALCHARA, DIST. DHUBRI ASSAM",,,Indian National Congress
NILAKSHI TALUKDAR,http://myneta.info/assam2006/candidate.php?candidate_id=132,Gauhati West,INC,0,10th Pass,4058319,0,4058319,54,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,false,Sri Hemanta Talukdar,46,"Durgasarobar, Guwahati-9,",,,Indian National Congress
NILAMANI SEN DEKA,http://myneta.info/assam2006/candidate.php?candidate_id=204,Dharmapur,INC,0,Graduate Professional,4712501,0,4712501,61,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Gauri Sen Deka,52,"Belsor, Under P.O.-Belsor, Dist. Nalbari",,,Indian National Congress
NURJAMAL SARKAR,http://myneta.info/assam2006/candidate.php?candidate_id=232,Biswanath,INC,0,Post Graduate,2668828,408247,2260581,76,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Haji Sayad Ali Sarkar,54,"Village-Sowaguri, Ghat, Distt.-Santipur Assam",,,Indian National Congress
NURUL HUSSAIN,http://myneta.info/assam2006/candidate.php?candidate_id=119,Hajo,AGP,0,Graduate Professional,1081956,200000,881956,55,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,MD. NASHIB ALI,45,"VILL. UJANKURI, PO. RAMDIA, DIST. KAMRUP",,,Asom Gana Parishad
PADMA HAZARIKA,http://myneta.info/assam2006/candidate.php?candidate_id=229,Sootea,AGP,0,12th Pass,6219307,183977,6035330,75,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,SRI GUNADHAR HAZARIKA,43,"VILL. KACHARIGAON, PO. SOOTEA, DIST. SONITPUR",,,Asom Gana Parishad
PADMA MAIBANGSA,http://myneta.info/assam2006/candidate.php?candidate_id=138,Diphu,IND,1,Graduate,454956,0,454956,19,ST,NA,NA,,false,true,Male,,,,,,Assam,2006,false,Late Rohini MAIBANGSA,53,Post-Diphu  District - Karbi Anglong,,,Independent
PADMESWAR DOLEY,http://myneta.info/assam2006/candidate.php?candidate_id=106,Majuli,IND,1,Graduate,176319,0,176319,99,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Chandaram Doley,60,"village - Karkichuk Lohan Gaon,Distt. Jorhat",,,Independent
PADUM BAHADUR CHAUHAN,http://myneta.info/assam2006/candidate.php?candidate_id=198,Tamulpur,AGP,0,Post Graduate,531278,0,531278,58,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,GANESH,58,"VILL. KUMVIJHAR, PO. NARIJULI, DIST. BAKSA",,,Asom Gana Parishad
PANIRAM RABHA,http://myneta.info/assam2006/candidate.php?candidate_id=206,Barama,INC,0,Graduate,1765294,309763,1455531,62,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Shri Sachendra Rabha,45,"Village - Alagjan, P.O.& P.S. Barama, District -Bagsa",,,Indian National Congress
PARAG JYOTI BARUAH,http://myneta.info/assam2006/candidate.php?candidate_id=66,Moran,AGP,0,Graduate,154000,0,154000,115,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Sri Kamala Kt. Baruah,41,"Natun Gaon , P.O. Mohanaghat, District - Dibrugarh",,,Asom Gana Parishad
PARAMANANDA SONOWAL,http://myneta.info/assam2006/candidate.php?candidate_id=48,Dhemaji,AGP,0,Post Graduate,334446,0,334446,113,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Moniram Sonowal,35,"resident of Borbila bhebeli gaon, POST OFFICE.-JOYRAMPUR, DISTT.-DHEMAJI",,,Asom Gana Parishad
PARAMESWAR BRAHMA,http://myneta.info/assam2006/candidate.php?candidate_id=153,Kokrajhar West,IND,0,Post Graduate,3745112,0,3745112,29,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE LABIN CHANDRA BRAHMA,52,"VILL. BARAGARI, DIST. KOKRAJHAR",,,Independent
PARIMAL SUKLABAIDYA,http://myneta.info/assam2006/candidate.php?candidate_id=29,Dholai,BJP,0,Graduate,264500,225000,39500,11,SC,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Sri PrafullaSukhlabaidya,44,"Village & P.O. Irangmara, P.S - Silchar, Dist. Cachar",,,Bharatiya Janata Party
